datetime,season,holiday,workingday,weather,temp,humidity,windspeed,count,day,month,day_number,year,hour,atemp
2011-01-02 23:00:00,1,0,0,1,9.02,47,11.0014,8.0,Sunday,1,2,2011,23,
2011-01-03 00:00:00,1,0,1,1,9.02,44,23.9994,5.0,Monday,1,3,2011,0,
2011-01-03 01:00:00,1,0,1,1,8.2,44,27.9993,2.0,Monday,1,3,2011,1,
2011-01-03 04:00:00,1,0,1,1,6.56,47,26.0027,1.0,Monday,1,3,2011,4,
2011-01-03 05:00:00,1,0,1,1,6.56,47,19.0012,3.0,Monday,1,3,2011,5,
2011-01-03 06:00:00,1,0,1,1,5.74,50,26.0027,30.0,Monday,1,3,2011,6,
2011-01-03 07:00:00,1,0,1,1,5.74,50,12.998,64.0,Monday,1,3,2011,7,
2011-01-03 08:00:00,1,0,1,1,5.74,50,19.0012,154.0,Monday,1,3,2011,8,
2011-01-03 09:00:00,1,0,1,1,6.56,43,26.0027,88.0,Monday,1,3,2011,9,
2011-01-03 10:00:00,1,0,1,1,7.38,43,16.9979,44.0,Monday,1,3,2011,10,
2011-01-03 11:00:00,1,0,1,1,8.2,40,22.0028,51.0,Monday,1,3,2011,11,
2011-01-03 12:00:00,1,0,1,1,9.02,35,19.9995,61.0,Monday,1,3,2011,12,
2011-01-03 13:00:00,1,0,1,1,9.84,35,19.0012,61.0,Monday,1,3,2011,13,
2011-01-03 14:00:00,1,0,1,1,10.66,30,19.0012,77.0,Monday,1,3,2011,14,
2011-01-03 15:00:00,1,0,1,1,10.66,30,16.9979,72.0,Monday,1,3,2011,15,
2011-01-03 16:00:00,1,0,1,1,10.66,30,16.9979,76.0,Monday,1,3,2011,16,
2011-01-03 17:00:00,1,0,1,1,9.84,30,15.0013,157.0,Monday,1,3,2011,17,
2011-01-03 18:00:00,1,0,1,1,9.84,32,7.0015,157.0,Monday,1,3,2011,18,
2011-01-03 19:00:00,1,0,1,1,8.2,47,0.0,110.0,Monday,1,3,2011,19,
2011-01-03 20:00:00,1,0,1,1,8.2,47,7.0015,52.0,Monday,1,3,2011,20,
2011-01-03 21:00:00,1,0,1,1,7.38,64,8.9981,52.0,Monday,1,3,2011,21,
2011-01-03 22:00:00,1,0,1,1,5.74,69,8.9981,20.0,Monday,1,3,2011,22,
2011-01-03 23:00:00,1,0,1,1,7.38,55,7.0015,12.0,Monday,1,3,2011,23,
2011-01-04 00:00:00,1,0,1,1,6.56,55,7.0015,5.0,Tuesday,1,4,2011,0,
2011-01-04 01:00:00,1,0,1,1,6.56,59,7.0015,2.0,Tuesday,1,4,2011,1,
2011-01-04 02:00:00,1,0,1,1,5.74,63,8.9981,1.0,Tuesday,1,4,2011,2,
2011-01-04 04:00:00,1,0,1,1,5.74,63,6.0032,2.0,Tuesday,1,4,2011,4,
2011-01-04 05:00:00,1,0,1,1,4.92,68,7.0015,4.0,Tuesday,1,4,2011,5,
2011-01-04 06:00:00,1,0,1,1,4.92,74,7.0015,36.0,Tuesday,1,4,2011,6,
2011-01-04 07:00:00,1,0,1,1,4.92,74,8.9981,94.0,Tuesday,1,4,2011,7,
2011-01-04 08:00:00,1,0,1,1,5.74,69,11.0014,179.0,Tuesday,1,4,2011,8,
2011-01-04 09:00:00,1,0,1,1,6.56,64,15.0013,100.0,Tuesday,1,4,2011,9,
2011-01-04 10:00:00,1,0,1,2,6.56,69,22.0028,42.0,Tuesday,1,4,2011,10,
2011-01-04 11:00:00,1,0,1,1,9.02,51,19.9995,57.0,Tuesday,1,4,2011,11,
2011-01-04 12:00:00,1,0,1,1,9.02,51,11.0014,78.0,Tuesday,1,4,2011,12,
2011-01-04 13:00:00,1,0,1,1,9.84,56,12.998,97.0,Tuesday,1,4,2011,13,
2011-01-04 14:00:00,1,0,1,1,10.66,52,15.0013,63.0,Tuesday,1,4,2011,14,
2011-01-04 15:00:00,1,0,1,1,11.48,52,16.9979,65.0,Tuesday,1,4,2011,15,
2011-01-04 16:00:00,1,0,1,1,12.3,49,16.9979,83.0,Tuesday,1,4,2011,16,
2011-01-04 17:00:00,1,0,1,1,11.48,48,15.0013,212.0,Tuesday,1,4,2011,17,
2011-01-04 18:00:00,1,0,1,1,10.66,48,12.998,182.0,Tuesday,1,4,2011,18,
2011-01-04 19:00:00,1,0,1,1,9.84,48,7.0015,112.0,Tuesday,1,4,2011,19,
2011-01-04 20:00:00,1,0,1,1,9.84,48,7.0015,54.0,Tuesday,1,4,2011,20,
2011-01-04 21:00:00,1,0,1,1,9.02,64,0.0,48.0,Tuesday,1,4,2011,21,
2011-01-04 22:00:00,1,0,1,1,9.02,64,6.0032,35.0,Tuesday,1,4,2011,22,
2011-01-04 23:00:00,1,0,1,1,8.2,69,6.0032,11.0,Tuesday,1,4,2011,23,
2011-01-05 00:00:00,1,0,1,1,8.2,64,0.0,6.0,Wednesday,1,5,2011,0,
2011-01-05 01:00:00,1,0,1,1,6.56,74,6.0032,6.0,Wednesday,1,5,2011,1,
2011-01-05 02:00:00,1,0,1,1,6.56,74,6.0032,2.0,Wednesday,1,5,2011,2,
2011-01-05 04:00:00,1,0,1,1,9.84,48,15.0013,2.0,Wednesday,1,5,2011,4,
2011-01-05 05:00:00,1,0,1,1,9.02,47,11.0014,3.0,Wednesday,1,5,2011,5,
2011-01-05 06:00:00,1,0,1,1,8.2,47,15.0013,33.0,Wednesday,1,5,2011,6,
2011-01-05 07:00:00,1,0,1,1,7.38,43,12.998,88.0,Wednesday,1,5,2011,7,
2011-01-05 08:00:00,1,0,1,1,8.2,40,19.9995,195.0,Wednesday,1,5,2011,8,
2011-01-05 09:00:00,1,0,1,1,9.02,37,22.0028,115.0,Wednesday,1,5,2011,9,
2011-01-05 10:00:00,1,0,1,1,9.02,37,22.0028,57.0,Wednesday,1,5,2011,10,
2011-01-05 11:00:00,1,0,1,1,10.66,33,22.0028,46.0,Wednesday,1,5,2011,11,
2011-01-05 12:00:00,1,0,1,1,10.66,33,22.0028,79.0,Wednesday,1,5,2011,12,
2011-01-05 13:00:00,1,0,1,1,11.48,30,19.9995,71.0,Wednesday,1,5,2011,13,
2011-01-05 14:00:00,1,0,1,1,12.3,28,12.998,62.0,Wednesday,1,5,2011,14,
2011-01-05 15:00:00,1,0,1,1,12.3,28,12.998,62.0,Wednesday,1,5,2011,15,
2011-01-05 16:00:00,1,0,1,1,12.3,28,6.0032,89.0,Wednesday,1,5,2011,16,
2011-01-05 17:00:00,1,0,1,1,9.84,38,12.998,190.0,Wednesday,1,5,2011,17,
2011-01-05 18:00:00,1,0,1,1,9.84,38,8.9981,169.0,Wednesday,1,5,2011,18,
2011-01-05 19:00:00,1,0,1,1,9.84,38,7.0015,132.0,Wednesday,1,5,2011,19,
2011-01-05 20:00:00,1,0,1,1,9.02,47,11.0014,89.0,Wednesday,1,5,2011,20,
2011-01-05 21:00:00,1,0,1,1,8.2,51,12.998,43.0,Wednesday,1,5,2011,21,
2011-01-05 22:00:00,1,0,1,1,7.38,55,8.9981,42.0,Wednesday,1,5,2011,22,
2011-01-05 23:00:00,1,0,1,1,8.2,47,0.0,19.0,Wednesday,1,5,2011,23,
2011-01-06 00:00:00,1,0,1,1,7.38,55,0.0,11.0,Thursday,1,6,2011,0,
2011-01-06 01:00:00,1,0,1,1,6.56,64,0.0,4.0,Thursday,1,6,2011,1,
2011-01-06 02:00:00,1,0,1,1,6.56,64,0.0,2.0,Thursday,1,6,2011,2,
2011-01-06 04:00:00,1,0,1,2,6.56,64,6.0032,1.0,Thursday,1,6,2011,4,
2011-01-06 05:00:00,1,0,1,2,5.74,69,6.0032,4.0,Thursday,1,6,2011,5,
2011-01-06 06:00:00,1,0,1,2,5.74,63,7.0015,36.0,Thursday,1,6,2011,6,
2011-01-06 07:00:00,1,0,1,2,6.56,59,0.0,95.0,Thursday,1,6,2011,7,
2011-01-06 08:00:00,1,0,1,1,6.56,59,0.0,219.0,Thursday,1,6,2011,8,
2011-01-06 09:00:00,1,0,1,2,7.38,51,0.0,122.0,Thursday,1,6,2011,9,
2011-01-06 10:00:00,1,0,1,1,8.2,47,0.0,45.0,Thursday,1,6,2011,10,
2011-01-06 11:00:00,1,0,1,1,9.02,44,6.0032,59.0,Thursday,1,6,2011,11,
2011-01-06 12:00:00,1,0,1,1,10.66,35,0.0,84.0,Thursday,1,6,2011,12,
2011-01-06 13:00:00,1,0,1,1,10.66,35,7.0015,67.0,Thursday,1,6,2011,13,
2011-01-06 14:00:00,1,0,1,1,11.48,36,11.0014,70.0,Thursday,1,6,2011,14,
2011-01-06 15:00:00,1,0,1,1,11.48,36,0.0,62.0,Thursday,1,6,2011,15,
2011-01-06 16:00:00,1,0,1,1,10.66,38,11.0014,86.0,Thursday,1,6,2011,16,
2011-01-06 17:00:00,1,0,1,1,9.02,51,11.0014,172.0,Thursday,1,6,2011,17,
2011-01-06 18:00:00,1,0,1,1,9.02,51,8.9981,163.0,Thursday,1,6,2011,18,
2011-01-06 19:00:00,1,0,1,1,9.02,55,6.0032,112.0,Thursday,1,6,2011,19,
2011-01-06 20:00:00,1,0,1,1,8.2,51,11.0014,69.0,Thursday,1,6,2011,20,
2011-01-06 21:00:00,1,0,1,2,9.02,55,15.0013,48.0,Thursday,1,6,2011,21,
2011-01-06 22:00:00,1,0,1,2,9.02,51,19.0012,52.0,Thursday,1,6,2011,22,
2011-01-06 23:00:00,1,0,1,2,8.2,59,12.998,23.0,Thursday,1,6,2011,23,
2011-01-07 00:00:00,1,0,1,2,8.2,64,12.998,17.0,Friday,1,7,2011,0,
2011-01-07 01:00:00,1,0,1,2,8.2,69,15.0013,7.0,Friday,1,7,2011,1,
2011-01-07 02:00:00,1,0,1,2,8.2,69,15.0013,1.0,Friday,1,7,2011,2,
2011-01-07 04:00:00,1,0,1,2,8.2,69,8.9981,1.0,Friday,1,7,2011,4,
2011-01-07 05:00:00,1,0,1,3,9.02,55,0.0,5.0,Friday,1,7,2011,5,
2011-01-07 06:00:00,1,0,1,2,8.2,69,0.0,34.0,Friday,1,7,2011,6,
2011-01-07 07:00:00,1,0,1,1,8.2,69,8.9981,84.0,Friday,1,7,2011,7,
2011-01-07 08:00:00,1,0,1,1,8.2,51,16.9979,210.0,Friday,1,7,2011,8,
2011-01-07 09:00:00,1,0,1,1,8.2,47,19.9995,134.0,Friday,1,7,2011,9,
2011-01-07 10:00:00,1,0,1,1,9.02,37,22.0028,63.0,Friday,1,7,2011,10,
2011-01-07 11:00:00,1,0,1,2,8.2,40,15.0013,67.0,Friday,1,7,2011,11,
2011-01-07 12:00:00,1,0,1,2,8.2,37,16.9979,59.0,Friday,1,7,2011,12,
2011-01-07 13:00:00,1,0,1,2,8.2,37,19.0012,73.0,Friday,1,7,2011,13,
2011-01-07 14:00:00,1,0,1,2,8.2,40,16.9979,50.0,Friday,1,7,2011,14,
2011-01-07 15:00:00,1,0,1,2,8.2,37,11.0014,72.0,Friday,1,7,2011,15,
2011-01-07 16:00:00,1,0,1,2,8.2,37,11.0014,87.0,Friday,1,7,2011,16,
2011-01-07 17:00:00,1,0,1,2,8.2,37,0.0,187.0,Friday,1,7,2011,17,
2011-01-07 18:00:00,1,0,1,1,8.2,40,6.0032,123.0,Friday,1,7,2011,18,
2011-01-07 19:00:00,1,0,1,1,6.56,55,6.0032,95.0,Friday,1,7,2011,19,
2011-01-07 20:00:00,1,0,1,1,7.38,47,7.0015,51.0,Friday,1,7,2011,20,
2011-01-07 21:00:00,1,0,1,1,7.38,47,8.9981,39.0,Friday,1,7,2011,21,
2011-01-07 22:00:00,1,0,1,2,7.38,43,11.0014,36.0,Friday,1,7,2011,22,
2011-01-07 23:00:00,1,0,1,2,7.38,51,11.0014,15.0,Friday,1,7,2011,23,
2011-01-08 00:00:00,1,0,0,2,7.38,51,11.0014,25.0,Saturday,1,8,2011,0,
2011-01-08 01:00:00,1,0,0,2,7.38,55,6.0032,16.0,Saturday,1,8,2011,1,
2011-01-08 02:00:00,1,0,0,2,7.38,55,0.0,16.0,Saturday,1,8,2011,2,
2011-01-08 03:00:00,1,0,0,3,7.38,55,11.0014,7.0,Saturday,1,8,2011,3,
2011-01-08 04:00:00,1,0,0,3,7.38,55,11.0014,1.0,Saturday,1,8,2011,4,
2011-01-08 05:00:00,1,0,0,2,6.56,74,11.0014,5.0,Saturday,1,8,2011,5,
2011-01-08 06:00:00,1,0,0,2,6.56,74,11.0014,2.0,Saturday,1,8,2011,6,
2011-01-08 07:00:00,1,0,0,2,6.56,74,7.0015,9.0,Saturday,1,8,2011,7,
2011-01-08 08:00:00,1,0,0,3,6.56,93,7.0015,15.0,Saturday,1,8,2011,8,
2011-01-08 09:00:00,1,0,0,3,6.56,93,7.0015,20.0,Saturday,1,8,2011,9,
2011-01-08 10:00:00,1,0,0,2,7.38,80,11.0014,61.0,Saturday,1,8,2011,10,
2011-01-08 11:00:00,1,0,0,2,8.2,69,26.0027,62.0,Saturday,1,8,2011,11,
2011-01-08 12:00:00,1,0,0,2,8.2,59,23.9994,98.0,Saturday,1,8,2011,12,
2011-01-08 13:00:00,1,0,0,1,8.2,44,22.0028,102.0,Saturday,1,8,2011,13,
2011-01-08 14:00:00,1,0,0,1,8.2,32,32.9975,95.0,Saturday,1,8,2011,14,
2011-01-08 15:00:00,1,0,0,1,8.2,32,30.0026,74.0,Saturday,1,8,2011,15,
2011-01-08 16:00:00,1,0,0,1,7.38,29,30.0026,76.0,Saturday,1,8,2011,16,
2011-01-08 17:00:00,1,0,0,1,6.56,37,36.9974,69.0,Saturday,1,8,2011,17,
2011-01-08 18:00:00,1,0,0,1,5.74,39,19.9995,55.0,Saturday,1,8,2011,18,
2011-01-08 19:00:00,1,0,0,1,5.74,36,16.9979,30.0,Saturday,1,8,2011,19,
2011-01-08 20:00:00,1,0,0,1,4.92,36,16.9979,28.0,Saturday,1,8,2011,20,
2011-01-08 21:00:00,1,0,0,1,4.92,39,23.9994,37.0,Saturday,1,8,2011,21,
2011-01-08 22:00:00,1,0,0,1,4.92,36,26.0027,34.0,Saturday,1,8,2011,22,
2011-01-08 23:00:00,1,0,0,1,4.1,39,30.0026,22.0,Saturday,1,8,2011,23,
2011-01-09 00:00:00,1,0,0,1,4.1,42,26.0027,25.0,Sunday,1,9,2011,0,
2011-01-09 01:00:00,1,0,0,1,4.1,42,31.0009,12.0,Sunday,1,9,2011,1,
2011-01-09 02:00:00,1,0,0,1,4.1,46,31.0009,11.0,Sunday,1,9,2011,2,
2011-01-09 03:00:00,1,0,0,1,4.1,46,27.9993,4.0,Sunday,1,9,2011,3,
2011-01-09 04:00:00,1,0,0,1,3.28,53,12.998,1.0,Sunday,1,9,2011,4,
2011-01-09 05:00:00,1,0,0,1,3.28,53,12.998,1.0,Sunday,1,9,2011,5,
2011-01-09 06:00:00,1,0,0,1,4.1,49,19.0012,1.0,Sunday,1,9,2011,6,
2011-01-09 07:00:00,1,0,0,1,3.28,53,12.998,6.0,Sunday,1,9,2011,7,
2011-01-09 08:00:00,1,0,0,1,4.1,49,19.0012,10.0,Sunday,1,9,2011,8,
2011-01-09 09:00:00,1,0,0,1,4.92,46,35.0008,19.0,Sunday,1,9,2011,9,
2011-01-09 10:00:00,1,0,0,1,5.74,43,26.0027,49.0,Sunday,1,9,2011,10,
2011-01-09 11:00:00,1,0,0,1,6.56,40,35.0008,49.0,Sunday,1,9,2011,11,
2011-01-09 12:00:00,1,0,0,1,7.38,37,30.0026,83.0,Sunday,1,9,2011,12,
2011-01-09 13:00:00,1,0,0,1,8.2,34,30.0026,75.0,Sunday,1,9,2011,13,
2011-01-09 14:00:00,1,0,0,1,9.02,32,31.0009,72.0,Sunday,1,9,2011,14,
2011-01-09 15:00:00,1,0,0,1,9.02,35,23.9994,82.0,Sunday,1,9,2011,15,
2011-01-09 16:00:00,1,0,0,1,8.2,34,30.0026,92.0,Sunday,1,9,2011,16,
2011-01-09 17:00:00,1,0,0,1,7.38,37,26.0027,62.0,Sunday,1,9,2011,17,
2011-01-09 18:00:00,1,0,0,1,6.56,40,22.0028,48.0,Sunday,1,9,2011,18,
2011-01-09 19:00:00,1,0,0,1,6.56,43,22.0028,41.0,Sunday,1,9,2011,19,
2011-01-09 20:00:00,1,0,0,1,5.74,46,16.9979,38.0,Sunday,1,9,2011,20,
2011-01-09 21:00:00,1,0,0,1,5.74,46,27.9993,20.0,Sunday,1,9,2011,21,
2011-01-09 22:00:00,1,0,0,1,5.74,46,19.9995,15.0,Sunday,1,9,2011,22,
2011-01-09 23:00:00,1,0,0,1,4.92,50,12.998,6.0,Sunday,1,9,2011,23,
2011-01-10 00:00:00,1,0,1,1,4.92,50,19.0012,5.0,Monday,1,10,2011,0,
2011-01-10 01:00:00,1,0,1,1,4.92,50,19.0012,1.0,Monday,1,10,2011,1,
2011-01-10 02:00:00,1,0,1,1,4.92,50,15.0013,3.0,Monday,1,10,2011,2,
2011-01-10 03:00:00,1,0,1,1,4.92,50,15.0013,1.0,Monday,1,10,2011,3,
2011-01-10 04:00:00,1,0,1,1,4.1,54,8.9981,3.0,Monday,1,10,2011,4,
2011-01-10 05:00:00,1,0,1,1,4.1,54,16.9979,3.0,Monday,1,10,2011,5,
2011-01-10 06:00:00,1,0,1,1,4.92,50,19.0012,31.0,Monday,1,10,2011,6,
2011-01-10 07:00:00,1,0,1,1,4.92,50,15.0013,77.0,Monday,1,10,2011,7,
2011-01-10 08:00:00,1,0,1,2,4.92,50,19.0012,188.0,Monday,1,10,2011,8,
2011-01-10 09:00:00,1,0,1,2,5.74,50,16.9979,94.0,Monday,1,10,2011,9,
2011-01-10 10:00:00,1,0,1,2,5.74,50,19.9995,31.0,Monday,1,10,2011,10,
2011-01-10 11:00:00,1,0,1,2,6.56,47,19.0012,30.0,Monday,1,10,2011,11,
2011-01-10 12:00:00,1,0,1,2,8.2,40,19.0012,52.0,Monday,1,10,2011,12,
2011-01-10 13:00:00,1,0,1,2,8.2,40,19.0012,54.0,Monday,1,10,2011,13,
2011-01-10 14:00:00,1,0,1,2,8.2,40,15.0013,47.0,Monday,1,10,2011,14,
2011-01-10 15:00:00,1,0,1,2,8.2,40,15.0013,45.0,Monday,1,10,2011,15,
2011-01-10 16:00:00,1,0,1,1,8.2,40,8.9981,74.0,Monday,1,10,2011,16,
2011-01-10 17:00:00,1,0,1,1,8.2,40,7.0015,178.0,Monday,1,10,2011,17,
2011-01-10 18:00:00,1,0,1,1,8.2,40,15.0013,155.0,Monday,1,10,2011,18,
2011-01-10 19:00:00,1,0,1,1,6.56,47,11.0014,95.0,Monday,1,10,2011,19,
2011-01-10 20:00:00,1,0,1,1,6.56,50,11.0014,74.0,Monday,1,10,2011,20,
2011-01-10 21:00:00,1,0,1,1,5.74,59,12.998,38.0,Monday,1,10,2011,21,
2011-01-10 22:00:00,1,0,1,1,5.74,59,11.0014,24.0,Monday,1,10,2011,22,
2011-01-10 23:00:00,1,0,1,1,5.74,59,11.0014,18.0,Monday,1,10,2011,23,
2011-01-11 00:00:00,1,0,1,1,5.74,59,7.0015,12.0,Tuesday,1,11,2011,0,
2011-01-11 01:00:00,1,0,1,1,5.74,59,11.0014,3.0,Tuesday,1,11,2011,1,
2011-01-11 02:00:00,1,0,1,2,6.56,55,12.998,3.0,Tuesday,1,11,2011,2,
2011-01-11 05:00:00,1,0,1,2,6.56,55,8.9981,6.0,Tuesday,1,11,2011,5,
2011-01-11 06:00:00,1,0,1,2,6.56,55,8.9981,27.0,Tuesday,1,11,2011,6,
2011-01-11 07:00:00,1,0,1,2,6.56,55,0.0,99.0,Tuesday,1,11,2011,7,
2011-01-11 08:00:00,1,0,1,2,7.38,51,6.0032,217.0,Tuesday,1,11,2011,8,
2011-01-11 09:00:00,1,0,1,2,7.38,51,11.0014,130.0,Tuesday,1,11,2011,9,
2011-01-11 10:00:00,1,0,1,2,8.2,51,11.0014,54.0,Tuesday,1,11,2011,10,
2011-01-11 11:00:00,1,0,1,2,8.2,47,8.9981,35.0,Tuesday,1,11,2011,11,
2011-01-11 12:00:00,1,0,1,2,8.2,51,7.0015,57.0,Tuesday,1,11,2011,12,
2011-01-11 13:00:00,1,0,1,2,8.2,59,6.0032,52.0,Tuesday,1,11,2011,13,
2011-01-11 14:00:00,1,0,1,2,8.2,59,6.0032,63.0,Tuesday,1,11,2011,14,
2011-01-11 15:00:00,1,0,1,2,6.56,80,6.0032,47.0,Tuesday,1,11,2011,15,
2011-01-11 16:00:00,1,0,1,2,6.56,86,15.0013,76.0,Tuesday,1,11,2011,16,
2011-01-11 17:00:00,1,0,1,2,6.56,86,15.0013,136.0,Tuesday,1,11,2011,17,
2011-01-11 18:00:00,1,0,1,3,6.56,93,7.0015,95.0,Tuesday,1,11,2011,18,
2011-01-11 19:00:00,1,0,1,3,6.56,93,0.0,51.0,Tuesday,1,11,2011,19,
2011-01-11 20:00:00,1,0,1,3,6.56,93,12.998,32.0,Tuesday,1,11,2011,20,
2011-01-11 21:00:00,1,0,1,3,6.56,86,6.0032,20.0,Tuesday,1,11,2011,21,
2011-01-11 22:00:00,1,0,1,3,6.56,93,7.0015,29.0,Tuesday,1,11,2011,22,
2011-01-11 23:00:00,1,0,1,3,6.56,93,6.0032,19.0,Tuesday,1,11,2011,23,
2011-01-12 00:00:00,1,0,1,2,6.56,86,6.0032,7.0,Wednesday,1,12,2011,0,
2011-01-12 01:00:00,1,0,1,2,6.56,86,7.0015,6.0,Wednesday,1,12,2011,1,
2011-01-12 02:00:00,1,0,1,1,5.74,86,8.9981,1.0,Wednesday,1,12,2011,2,
2011-01-12 05:00:00,1,0,1,1,5.74,86,11.0014,5.0,Wednesday,1,12,2011,5,
2011-01-12 06:00:00,1,0,1,1,4.92,93,8.9981,16.0,Wednesday,1,12,2011,6,
2011-01-12 07:00:00,1,0,1,1,5.74,69,8.9981,54.0,Wednesday,1,12,2011,7,
2011-01-12 08:00:00,1,0,1,1,6.56,59,11.0014,128.0,Wednesday,1,12,2011,8,
2011-01-12 09:00:00,1,0,1,1,6.56,59,22.0028,81.0,Wednesday,1,12,2011,9,
2011-01-12 10:00:00,1,0,1,1,7.38,55,15.0013,39.0,Wednesday,1,12,2011,10,
2011-01-12 11:00:00,1,0,1,1,8.2,51,26.0027,35.0,Wednesday,1,12,2011,11,
2011-01-12 12:00:00,1,0,1,1,8.2,47,39.0007,55.0,Wednesday,1,12,2011,12,
2011-01-12 13:00:00,1,0,1,1,9.02,44,23.9994,49.0,Wednesday,1,12,2011,13,
2011-01-12 14:00:00,1,0,1,1,8.2,47,22.0028,44.0,Wednesday,1,12,2011,14,
2011-01-12 15:00:00,1,0,1,1,8.2,47,27.9993,49.0,Wednesday,1,12,2011,15,
2011-01-12 16:00:00,1,0,1,1,9.02,44,22.0028,68.0,Wednesday,1,12,2011,16,
2011-01-12 17:00:00,1,0,1,1,8.2,47,23.9994,139.0,Wednesday,1,12,2011,17,
2011-01-12 18:00:00,1,0,1,1,8.2,47,35.0008,137.0,Wednesday,1,12,2011,18,
2011-01-12 19:00:00,1,0,1,1,7.38,47,27.9993,83.0,Wednesday,1,12,2011,19,
