season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,year,month,day,hour,dayofweek
1,0,0,2,0.42857142857142855,0.47454972592012523,0.9400000000000001,0.2982249911837311,17,2011,1,2,1,6
1,0,0,2,0.4081632653061224,0.45754558675467055,1.0,0.33337251675091106,9,2011,1,2,2,6
1,0,0,2,0.4489795918367347,0.4914419957489652,0.9400000000000001,0.22804749030210417,6,2011,1,2,3,6
1,0,0,2,0.4489795918367347,0.4914419957489652,0.9400000000000001,0.22804749030210417,3,2011,1,2,4,6
1,0,0,3,0.4081632653061224,0.45754558675467055,0.77,0.35088750440813454,2,2011,1,2,6,6
1,0,0,2,0.38775510204081626,0.4406533169258306,0.76,0.22804749030210417,1,2011,1,2,7,6
1,0,0,3,0.38775510204081626,0.4406533169258306,0.71,0.2631950158692842,8,2011,1,2,8,6
1,0,0,2,0.36734693877551017,0.42364917776037586,0.76,0.2631950158692842,20,2011,1,2,9,6
1,0,0,2,0.3469387755102041,0.3728604989372413,0.81,0.2631950158692842,53,2011,1,2,10,6
1,0,0,2,0.3469387755102041,0.35585635977178653,0.71,0.2982249911837311,70,2011,1,2,11,6
1,0,0,2,0.3469387755102041,0.35585635977178653,0.66,0.35088750440813454,93,2011,1,2,12,6
1,0,0,2,0.3469387755102041,0.3728604989372413,0.66,0.15786998942047728,75,2011,1,2,13,6
1,0,0,3,0.3469387755102041,0.3728604989372413,0.76,0.22804749030210417,59,2011,1,2,14,6
1,0,0,3,0.32653061224489793,0.35585635977178653,0.81,0.19301751498765726,74,2011,1,2,15,6
1,0,0,3,0.32653061224489793,0.35585635977178653,0.71,0.19301751498765726,76,2011,1,2,16,6
1,0,0,1,0.32653061224489793,0.35585635977178653,0.5700000000000001,0.22804749030210417,65,2011,1,2,17,6
1,0,0,2,0.3469387755102041,0.35585635977178653,0.46,0.3860350299753145,53,2011,1,2,18,6
1,0,0,1,0.3061224489795918,0.30506768094865194,0.42,0.5263900317385684,30,2011,1,2,19,6
1,0,0,1,0.2857142857142857,0.2880635417831972,0.39,0.42106500528976143,22,2011,1,2,20,6
1,0,0,1,0.2448979591836735,0.23727486296006267,0.44,0.3860350299753145,31,2011,1,2,21,6
1,0,0,1,0.22448979591836735,0.22027072379460788,0.44,0.35088750440813454,9,2011,1,2,22,6
1,0,0,1,0.20408163265306123,0.23727486296006267,0.47000000000000003,0.19301751498765726,8,2011,1,2,23,6
1,0,1,1,0.20408163265306123,0.20337845396576798,0.44,0.42106500528976143,5,2011,1,3,0,0
1,0,1,1,0.18367346938775508,0.16948204497147334,0.44,0.49124250617138837,2,2011,1,3,1,0
1,0,1,1,0.14285714285714285,0.13558563597717865,0.47000000000000003,0.4562125308569414,1,2011,1,3,4,0
1,0,1,1,0.14285714285714285,0.13558563597717865,0.47000000000000003,0.33337251675091106,3,2011,1,3,5,0
1,0,1,1,0.12244897959183676,0.10168922698288398,0.5,0.4562125308569414,30,2011,1,3,6,0
1,0,1,1,0.12244897959183676,0.13558563597717865,0.5,0.22804749030210417,64,2011,1,3,7,0
1,0,1,1,0.12244897959183676,0.11858149681172388,0.5,0.33337251675091106,154,2011,1,3,8,0
1,0,1,1,0.14285714285714285,0.13558563597717865,0.43,0.4562125308569414,88,2011,1,3,9,0
1,0,1,1,0.163265306122449,0.16948204497147334,0.43,0.2982249911837311,44,2011,1,3,10,0
1,0,1,1,0.18367346938775508,0.18637431480031325,0.4,0.3860350299753145,51,2011,1,3,11,0
1,0,1,1,0.20408163265306123,0.22027072379460788,0.35000000000000003,0.35088750440813454,61,2011,1,3,12,0
1,0,1,1,0.22448979591836735,0.22027072379460788,0.35000000000000003,0.33337251675091106,61,2011,1,3,13,0
1,0,1,1,0.2448979591836735,0.2541671327889025,0.3,0.33337251675091106,77,2011,1,3,14,0
1,0,1,1,0.2448979591836735,0.2541671327889025,0.3,0.2982249911837311,72,2011,1,3,15,0
1,0,1,1,0.2448979591836735,0.2541671327889025,0.3,0.2982249911837311,76,2011,1,3,16,0
1,0,1,1,0.22448979591836735,0.23727486296006267,0.3,0.2631950158692842,157,2011,1,3,17,0
1,0,1,1,0.22448979591836735,0.2711712719543573,0.32,0.12284001410603035,157,2011,1,3,18,0
1,0,1,1,0.18367346938775508,0.2711712719543573,0.47000000000000003,0.0,110,2011,1,3,19,0
1,0,1,1,0.18367346938775508,0.23727486296006267,0.47000000000000003,0.12284001410603035,52,2011,1,3,20,0
1,0,1,1,0.163265306122449,0.20337845396576798,0.64,0.15786998942047728,52,2011,1,3,21,0
1,0,1,1,0.12244897959183676,0.15247790580601855,0.6900000000000001,0.15786998942047728,20,2011,1,3,22,0
1,0,1,1,0.163265306122449,0.22027072379460788,0.55,0.12284001410603035,12,2011,1,3,23,0
1,0,1,1,0.14285714285714285,0.18637431480031325,0.55,0.12284001410603035,5,2011,1,4,0,1
1,0,1,1,0.14285714285714285,0.18637431480031325,0.59,0.12284001410603035,2,2011,1,4,1,1
1,0,1,1,0.12244897959183676,0.15247790580601855,0.63,0.15786998942047728,1,2011,1,4,2,1
1,0,1,1,0.12244897959183676,0.18637431480031325,0.63,0.10532502644880687,2,2011,1,4,4,1
1,0,1,1,0.10204081632653061,0.15247790580601855,0.68,0.12284001410603035,4,2011,1,4,5,1
1,0,1,1,0.10204081632653061,0.15247790580601855,0.74,0.12284001410603035,36,2011,1,4,6,1
1,0,1,1,0.10204081632653061,0.15247790580601855,0.74,0.15786998942047728,94,2011,1,4,7,1
1,0,1,1,0.12244897959183676,0.15247790580601855,0.6900000000000001,0.19301751498765726,179,2011,1,4,8,1
1,0,1,1,0.14285714285714285,0.15247790580601855,0.64,0.2631950158692842,100,2011,1,4,9,1
1,0,1,2,0.14285714285714285,0.13558563597717865,0.6900000000000001,0.3860350299753145,42,2011,1,4,10,1
1,0,1,1,0.20408163265306123,0.22027072379460788,0.51,0.35088750440813454,57,2011,1,4,11,1
1,0,1,1,0.20408163265306123,0.23727486296006267,0.51,0.19301751498765726,78,2011,1,4,12,1
1,0,1,1,0.22448979591836735,0.23727486296006267,0.56,0.22804749030210417,97,2011,1,4,13,1
1,0,1,1,0.2448979591836735,0.2711712719543573,0.52,0.2631950158692842,63,2011,1,4,14,1
1,0,1,1,0.2653061224489796,0.2880635417831972,0.52,0.2982249911837311,65,2011,1,4,15,1
1,0,1,1,0.2857142857142857,0.30506768094865194,0.49,0.2982249911837311,83,2011,1,4,16,1
1,0,1,1,0.2653061224489796,0.2880635417831972,0.48,0.2631950158692842,212,2011,1,4,17,1
1,0,1,1,0.2448979591836735,0.2711712719543573,0.48,0.22804749030210417,182,2011,1,4,18,1
1,0,1,1,0.22448979591836735,0.2711712719543573,0.48,0.12284001410603035,112,2011,1,4,19,1
1,0,1,1,0.22448979591836735,0.2711712719543573,0.48,0.12284001410603035,54,2011,1,4,20,1
1,0,1,1,0.20408163265306123,0.2880635417831972,0.64,0.0,48,2011,1,4,21,1
1,0,1,1,0.20408163265306123,0.2711712719543573,0.64,0.10532502644880687,35,2011,1,4,22,1
1,0,1,1,0.18367346938775508,0.23727486296006267,0.6900000000000001,0.10532502644880687,11,2011,1,4,23,1
1,0,1,1,0.18367346938775508,0.2711712719543573,0.64,0.0,6,2011,1,5,0,2
1,0,1,1,0.14285714285714285,0.20337845396576798,0.74,0.10532502644880687,6,2011,1,5,1,2
1,0,1,1,0.14285714285714285,0.20337845396576798,0.74,0.10532502644880687,2,2011,1,5,2,2
1,0,1,1,0.22448979591836735,0.23727486296006267,0.48,0.2631950158692842,2,2011,1,5,4,2
1,0,1,1,0.20408163265306123,0.23727486296006267,0.47000000000000003,0.19301751498765726,3,2011,1,5,5,2
1,0,1,1,0.18367346938775508,0.20337845396576798,0.47000000000000003,0.2631950158692842,33,2011,1,5,6,2
1,0,1,1,0.163265306122449,0.18637431480031325,0.43,0.22804749030210417,88,2011,1,5,7,2
1,0,1,1,0.18367346938775508,0.18637431480031325,0.4,0.35088750440813454,195,2011,1,5,8,2
1,0,1,1,0.20408163265306123,0.20337845396576798,0.37,0.3860350299753145,115,2011,1,5,9,2
1,0,1,1,0.20408163265306123,0.20337845396576798,0.37,0.3860350299753145,57,2011,1,5,10,2
1,0,1,1,0.2448979591836735,0.23727486296006267,0.33,0.3860350299753145,46,2011,1,5,11,2
1,0,1,1,0.2448979591836735,0.23727486296006267,0.33,0.3860350299753145,79,2011,1,5,12,2
1,0,1,1,0.2653061224489796,0.2711712719543573,0.3,0.35088750440813454,71,2011,1,5,13,2
1,0,1,1,0.2857142857142857,0.30506768094865194,0.28,0.22804749030210417,62,2011,1,5,14,2
1,0,1,1,0.2857142857142857,0.30506768094865194,0.28,0.22804749030210417,62,2011,1,5,15,2
1,0,1,1,0.2857142857142857,0.33896408994294663,0.28,0.10532502644880687,89,2011,1,5,16,2
1,0,1,1,0.22448979591836735,0.23727486296006267,0.38,0.22804749030210417,190,2011,1,5,17,2
1,0,1,1,0.22448979591836735,0.2541671327889025,0.38,0.15786998942047728,169,2011,1,5,18,2
1,0,1,1,0.22448979591836735,0.2711712719543573,0.38,0.12284001410603035,132,2011,1,5,19,2
1,0,1,1,0.20408163265306123,0.23727486296006267,0.47000000000000003,0.19301751498765726,89,2011,1,5,20,2
1,0,1,1,0.18367346938775508,0.20337845396576798,0.51,0.22804749030210417,43,2011,1,5,21,2
1,0,1,1,0.163265306122449,0.20337845396576798,0.55,0.15786998942047728,42,2011,1,5,22,2
1,0,1,1,0.18367346938775508,0.2711712719543573,0.47000000000000003,0.0,19,2011,1,5,23,2
1,0,1,1,0.163265306122449,0.2541671327889025,0.55,0.0,11,2011,1,6,0,3
1,0,1,1,0.14285714285714285,0.23727486296006267,0.64,0.0,4,2011,1,6,1,3
1,0,1,1,0.14285714285714285,0.23727486296006267,0.64,0.0,2,2011,1,6,2,3
1,0,1,2,0.14285714285714285,0.20337845396576798,0.64,0.10532502644880687,1,2011,1,6,4,3
1,0,1,2,0.12244897959183676,0.18637431480031325,0.6900000000000001,0.10532502644880687,4,2011,1,6,5,3
1,0,1,2,0.12244897959183676,0.16948204497147334,0.63,0.12284001410603035,36,2011,1,6,6,3
1,0,1,2,0.14285714285714285,0.23727486296006267,0.59,0.0,95,2011,1,6,7,3
1,0,1,1,0.14285714285714285,0.23727486296006267,0.59,0.0,219,2011,1,6,8,3
1,0,1,2,0.163265306122449,0.2541671327889025,0.51,0.0,122,2011,1,6,9,3
1,0,1,1,0.18367346938775508,0.2711712719543573,0.47000000000000003,0.0,45,2011,1,6,10,3
1,0,1,1,0.20408163265306123,0.2711712719543573,0.44,0.10532502644880687,59,2011,1,6,11,3
1,0,1,1,0.2448979591836735,0.30506768094865194,0.35000000000000003,0.0,84,2011,1,6,12,3
1,0,1,1,0.2448979591836735,0.2880635417831972,0.35000000000000003,0.12284001410603035,67,2011,1,6,13,3
1,0,1,1,0.2653061224489796,0.2880635417831972,0.36,0.19301751498765726,70,2011,1,6,14,3
1,0,1,1,0.2653061224489796,0.2880635417831972,0.36,0.0,62,2011,1,6,15,3
1,0,1,1,0.2448979591836735,0.2711712719543573,0.38,0.19301751498765726,86,2011,1,6,16,3
1,0,1,1,0.20408163265306123,0.23727486296006267,0.51,0.19301751498765726,172,2011,1,6,17,3
1,0,1,1,0.20408163265306123,0.23727486296006267,0.51,0.15786998942047728,163,2011,1,6,18,3
1,0,1,1,0.20408163265306123,0.2711712719543573,0.55,0.10532502644880687,112,2011,1,6,19,3
1,0,1,1,0.18367346938775508,0.22027072379460788,0.51,0.19301751498765726,69,2011,1,6,20,3
1,0,1,2,0.20408163265306123,0.22027072379460788,0.55,0.2631950158692842,48,2011,1,6,21,3
1,0,1,2,0.20408163265306123,0.22027072379460788,0.51,0.33337251675091106,52,2011,1,6,22,3
1,0,1,2,0.18367346938775508,0.20337845396576798,0.59,0.22804749030210417,23,2011,1,6,23,3
1,0,1,2,0.18367346938775508,0.20337845396576798,0.64,0.22804749030210417,17,2011,1,7,0,4
1,0,1,2,0.18367346938775508,0.20337845396576798,0.6900000000000001,0.2631950158692842,7,2011,1,7,1,4
1,0,1,2,0.18367346938775508,0.20337845396576798,0.6900000000000001,0.2631950158692842,1,2011,1,7,2,4
1,0,1,2,0.18367346938775508,0.22027072379460788,0.6900000000000001,0.15786998942047728,1,2011,1,7,4,4
1,0,1,3,0.20408163265306123,0.2880635417831972,0.55,0.0,5,2011,1,7,5,4
1,0,1,2,0.18367346938775508,0.2711712719543573,0.6900000000000001,0.0,34,2011,1,7,6,4
1,0,1,1,0.18367346938775508,0.22027072379460788,0.6900000000000001,0.15786998942047728,84,2011,1,7,7,4
1,0,1,1,0.18367346938775508,0.20337845396576798,0.51,0.2982249911837311,210,2011,1,7,8,4
1,0,1,1,0.18367346938775508,0.18637431480031325,0.47000000000000003,0.35088750440813454,134,2011,1,7,9,4
1,0,1,1,0.20408163265306123,0.20337845396576798,0.37,0.3860350299753145,63,2011,1,7,10,4
1,0,1,2,0.18367346938775508,0.20337845396576798,0.4,0.2631950158692842,67,2011,1,7,11,4
1,0,1,2,0.18367346938775508,0.20337845396576798,0.37,0.2982249911837311,59,2011,1,7,12,4
1,0,1,2,0.18367346938775508,0.18637431480031325,0.37,0.33337251675091106,73,2011,1,7,13,4
1,0,1,2,0.18367346938775508,0.20337845396576798,0.4,0.2982249911837311,50,2011,1,7,14,4
1,0,1,2,0.18367346938775508,0.22027072379460788,0.37,0.19301751498765726,72,2011,1,7,15,4
1,0,1,2,0.18367346938775508,0.22027072379460788,0.37,0.19301751498765726,87,2011,1,7,16,4
1,0,1,2,0.18367346938775508,0.2711712719543573,0.37,0.0,187,2011,1,7,17,4
1,0,1,1,0.18367346938775508,0.23727486296006267,0.4,0.10532502644880687,123,2011,1,7,18,4
1,0,1,1,0.14285714285714285,0.20337845396576798,0.55,0.10532502644880687,95,2011,1,7,19,4
1,0,1,1,0.163265306122449,0.22027072379460788,0.47000000000000003,0.12284001410603035,51,2011,1,7,20,4
1,0,1,1,0.163265306122449,0.20337845396576798,0.47000000000000003,0.15786998942047728,39,2011,1,7,21,4
1,0,1,2,0.163265306122449,0.20337845396576798,0.43,0.19301751498765726,36,2011,1,7,22,4
1,0,1,2,0.163265306122449,0.20337845396576798,0.51,0.19301751498765726,15,2011,1,7,23,4
1,0,0,2,0.163265306122449,0.20337845396576798,0.51,0.19301751498765726,25,2011,1,8,0,5
1,0,0,2,0.163265306122449,0.22027072379460788,0.55,0.10532502644880687,16,2011,1,8,1,5
1,0,0,2,0.163265306122449,0.2541671327889025,0.55,0.0,16,2011,1,8,2,5
1,0,0,3,0.163265306122449,0.20337845396576798,0.55,0.19301751498765726,7,2011,1,8,3,5
1,0,0,3,0.163265306122449,0.20337845396576798,0.55,0.19301751498765726,1,2011,1,8,4,5
1,0,0,2,0.14285714285714285,0.16948204497147334,0.74,0.19301751498765726,5,2011,1,8,5,5
1,0,0,2,0.14285714285714285,0.16948204497147334,0.74,0.19301751498765726,2,2011,1,8,6,5
1,0,0,2,0.14285714285714285,0.18637431480031325,0.74,0.12284001410603035,9,2011,1,8,7,5
1,0,0,3,0.14285714285714285,0.18637431480031325,0.93,0.12284001410603035,15,2011,1,8,8,5
1,0,0,3,0.14285714285714285,0.18637431480031325,0.93,0.12284001410603035,20,2011,1,8,9,5
1,0,0,2,0.163265306122449,0.20337845396576798,0.8,0.19301751498765726,61,2011,1,8,10,5
1,0,0,2,0.18367346938775508,0.18637431480031325,0.6900000000000001,0.4562125308569414,62,2011,1,8,11,5
1,0,0,2,0.18367346938775508,0.18637431480031325,0.59,0.42106500528976143,98,2011,1,8,12,5
1,0,0,1,0.18367346938775508,0.18637431480031325,0.44,0.3860350299753145,102,2011,1,8,13,5
1,0,0,1,0.18367346938775508,0.16948204497147334,0.32,0.5789349947102387,95,2011,1,8,14,5
1,0,0,1,0.18367346938775508,0.16948204497147334,0.32,0.5263900317385684,74,2011,1,8,15,5
1,0,0,1,0.163265306122449,0.13558563597717865,0.29,0.5263900317385684,76,2011,1,8,16,5
1,0,0,1,0.14285714285714285,0.11858149681172388,0.37,0.6491124955918656,69,2011,1,8,17,5
1,0,0,1,0.12244897959183676,0.11858149681172388,0.39,0.35088750440813454,55,2011,1,8,18,5
1,0,0,1,0.12244897959183676,0.11858149681172388,0.36,0.2982249911837311,30,2011,1,8,19,5
1,0,0,1,0.10204081632653061,0.11858149681172388,0.36,0.2982249911837311,28,2011,1,8,20,5
1,0,0,1,0.10204081632653061,0.10168922698288398,0.39,0.42106500528976143,37,2011,1,8,21,5
1,0,0,1,0.10204081632653061,0.10168922698288398,0.36,0.4562125308569414,34,2011,1,8,22,5
1,0,0,1,0.08163265306122448,0.050788678823134564,0.39,0.5263900317385684,22,2011,1,8,23,5
1,0,0,1,0.08163265306122448,0.06779281798858933,0.42,0.4562125308569414,25,2011,1,9,0,6
1,0,0,1,0.08163265306122448,0.050788678823134564,0.42,0.5439050193957918,12,2011,1,9,1,6
1,0,0,1,0.08163265306122448,0.050788678823134564,0.46,0.5439050193957918,11,2011,1,9,2,6
1,0,0,1,0.08163265306122448,0.06779281798858933,0.46,0.49124250617138837,4,2011,1,9,3,6
1,0,0,1,0.061224489795918366,0.08468508781742924,0.53,0.22804749030210417,1,2011,1,9,4,6
1,0,0,1,0.061224489795918366,0.08468508781742924,0.53,0.22804749030210417,1,2011,1,9,5,6
1,0,0,1,0.08163265306122448,0.08468508781742924,0.49,0.33337251675091106,1,2011,1,9,6,6
1,0,0,1,0.061224489795918366,0.08468508781742924,0.53,0.22804749030210417,6,2011,1,9,7,6
1,0,0,1,0.08163265306122448,0.08468508781742924,0.49,0.33337251675091106,10,2011,1,9,8,6
1,0,0,1,0.10204081632653061,0.06779281798858933,0.46,0.6140825202774186,19,2011,1,9,9,6
1,0,0,1,0.12244897959183676,0.10168922698288398,0.43,0.4562125308569414,49,2011,1,9,10,6
1,0,0,1,0.14285714285714285,0.11858149681172388,0.4,0.6140825202774186,49,2011,1,9,11,6
1,0,0,1,0.163265306122449,0.13558563597717865,0.37,0.5263900317385684,83,2011,1,9,12,6
1,0,0,1,0.18367346938775508,0.16948204497147334,0.34,0.5263900317385684,75,2011,1,9,13,6
1,0,0,1,0.20408163265306123,0.18637431480031325,0.32,0.5439050193957918,72,2011,1,9,14,6
1,0,0,1,0.20408163265306123,0.20337845396576798,0.35000000000000003,0.42106500528976143,82,2011,1,9,15,6
1,0,0,1,0.18367346938775508,0.16948204497147334,0.34,0.5263900317385684,92,2011,1,9,16,6
1,0,0,1,0.163265306122449,0.15247790580601855,0.37,0.4562125308569414,62,2011,1,9,17,6
1,0,0,1,0.14285714285714285,0.13558563597717865,0.4,0.3860350299753145,48,2011,1,9,18,6
1,0,0,1,0.14285714285714285,0.13558563597717865,0.43,0.3860350299753145,41,2011,1,9,19,6
1,0,0,1,0.12244897959183676,0.11858149681172388,0.46,0.2982249911837311,38,2011,1,9,20,6
1,0,0,1,0.12244897959183676,0.10168922698288398,0.46,0.49124250617138837,20,2011,1,9,21,6
1,0,0,1,0.12244897959183676,0.11858149681172388,0.46,0.35088750440813454,15,2011,1,9,22,6
1,0,0,1,0.10204081632653061,0.13558563597717865,0.5,0.22804749030210417,6,2011,1,9,23,6
1,0,1,1,0.10204081632653061,0.11858149681172388,0.5,0.33337251675091106,5,2011,1,10,0,0
1,0,1,1,0.10204081632653061,0.11858149681172388,0.5,0.33337251675091106,1,2011,1,10,1,0
1,0,1,1,0.10204081632653061,0.11858149681172388,0.5,0.2631950158692842,3,2011,1,10,2,0
1,0,1,1,0.10204081632653061,0.11858149681172388,0.5,0.2631950158692842,1,2011,1,10,3,0
1,0,1,1,0.08163265306122448,0.11858149681172388,0.54,0.15786998942047728,3,2011,1,10,4,0
1,0,1,1,0.08163265306122448,0.10168922698288398,0.54,0.2982249911837311,3,2011,1,10,5,0
1,0,1,1,0.10204081632653061,0.11858149681172388,0.5,0.33337251675091106,31,2011,1,10,6,0
1,0,1,1,0.10204081632653061,0.11858149681172388,0.5,0.2631950158692842,77,2011,1,10,7,0
1,0,1,2,0.10204081632653061,0.11858149681172388,0.5,0.33337251675091106,188,2011,1,10,8,0
1,0,1,2,0.12244897959183676,0.11858149681172388,0.5,0.2982249911837311,94,2011,1,10,9,0
1,0,1,2,0.12244897959183676,0.11858149681172388,0.5,0.35088750440813454,31,2011,1,10,10,0
1,0,1,2,0.14285714285714285,0.13558563597717865,0.47000000000000003,0.33337251675091106,30,2011,1,10,11,0
1,0,1,2,0.18367346938775508,0.18637431480031325,0.4,0.33337251675091106,52,2011,1,10,12,0
1,0,1,2,0.18367346938775508,0.18637431480031325,0.4,0.33337251675091106,54,2011,1,10,13,0
1,0,1,2,0.18367346938775508,0.20337845396576798,0.4,0.2631950158692842,47,2011,1,10,14,0
1,0,1,2,0.18367346938775508,0.20337845396576798,0.4,0.2631950158692842,45,2011,1,10,15,0
1,0,1,1,0.18367346938775508,0.22027072379460788,0.4,0.15786998942047728,74,2011,1,10,16,0
1,0,1,1,0.18367346938775508,0.23727486296006267,0.4,0.12284001410603035,178,2011,1,10,17,0
1,0,1,1,0.18367346938775508,0.20337845396576798,0.4,0.2631950158692842,155,2011,1,10,18,0
1,0,1,1,0.14285714285714285,0.16948204497147334,0.47000000000000003,0.19301751498765726,95,2011,1,10,19,0
1,0,1,1,0.14285714285714285,0.16948204497147334,0.5,0.19301751498765726,74,2011,1,10,20,0
1,0,1,1,0.12244897959183676,0.13558563597717865,0.59,0.22804749030210417,38,2011,1,10,21,0
1,0,1,1,0.12244897959183676,0.15247790580601855,0.59,0.19301751498765726,24,2011,1,10,22,0
1,0,1,1,0.12244897959183676,0.15247790580601855,0.59,0.19301751498765726,18,2011,1,10,23,0
1,0,1,1,0.12244897959183676,0.16948204497147334,0.59,0.12284001410603035,12,2011,1,11,0,1
1,0,1,1,0.12244897959183676,0.15247790580601855,0.59,0.19301751498765726,3,2011,1,11,1,1
1,0,1,2,0.14285714285714285,0.15247790580601855,0.55,0.22804749030210417,3,2011,1,11,2,1
1,0,1,2,0.14285714285714285,0.18637431480031325,0.55,0.15786998942047728,6,2011,1,11,5,1
1,0,1,2,0.14285714285714285,0.18637431480031325,0.55,0.15786998942047728,27,2011,1,11,6,1
1,0,1,2,0.14285714285714285,0.23727486296006267,0.55,0.0,99,2011,1,11,7,1
1,0,1,2,0.163265306122449,0.22027072379460788,0.51,0.10532502644880687,217,2011,1,11,8,1
1,0,1,2,0.163265306122449,0.20337845396576798,0.51,0.19301751498765726,130,2011,1,11,9,1
1,0,1,2,0.18367346938775508,0.22027072379460788,0.51,0.19301751498765726,54,2011,1,11,10,1
1,0,1,2,0.18367346938775508,0.22027072379460788,0.47000000000000003,0.15786998942047728,35,2011,1,11,11,1
1,0,1,2,0.18367346938775508,0.23727486296006267,0.51,0.12284001410603035,57,2011,1,11,12,1
1,0,1,2,0.18367346938775508,0.23727486296006267,0.59,0.10532502644880687,52,2011,1,11,13,1
1,0,1,2,0.18367346938775508,0.23727486296006267,0.59,0.10532502644880687,63,2011,1,11,14,1
1,0,1,2,0.14285714285714285,0.20337845396576798,0.8,0.10532502644880687,47,2011,1,11,15,1
1,0,1,2,0.14285714285714285,0.15247790580601855,0.86,0.2631950158692842,76,2011,1,11,16,1
1,0,1,2,0.14285714285714285,0.15247790580601855,0.86,0.2631950158692842,136,2011,1,11,17,1
1,0,1,3,0.14285714285714285,0.18637431480031325,0.93,0.12284001410603035,95,2011,1,11,18,1
1,0,1,3,0.14285714285714285,0.23727486296006267,0.93,0.0,51,2011,1,11,19,1
1,0,1,3,0.14285714285714285,0.15247790580601855,0.93,0.22804749030210417,32,2011,1,11,20,1
1,0,1,3,0.14285714285714285,0.20337845396576798,0.86,0.10532502644880687,20,2011,1,11,21,1
1,0,1,3,0.14285714285714285,0.18637431480031325,0.93,0.12284001410603035,29,2011,1,11,22,1
1,0,1,3,0.14285714285714285,0.20337845396576798,0.93,0.10532502644880687,19,2011,1,11,23,1
1,0,1,2,0.14285714285714285,0.20337845396576798,0.86,0.10532502644880687,7,2011,1,12,0,2
1,0,1,2,0.14285714285714285,0.18637431480031325,0.86,0.12284001410603035,6,2011,1,12,1,2
1,0,1,1,0.12244897959183676,0.15247790580601855,0.86,0.15786998942047728,1,2011,1,12,2,2
1,0,1,1,0.12244897959183676,0.15247790580601855,0.86,0.19301751498765726,5,2011,1,12,5,2
1,0,1,1,0.10204081632653061,0.15247790580601855,0.93,0.15786998942047728,16,2011,1,12,6,2
1,0,1,1,0.12244897959183676,0.15247790580601855,0.6900000000000001,0.15786998942047728,54,2011,1,12,7,2
1,0,1,1,0.14285714285714285,0.16948204497147334,0.59,0.19301751498765726,128,2011,1,12,8,2
1,0,1,1,0.14285714285714285,0.13558563597717865,0.59,0.3860350299753145,81,2011,1,12,9,2
1,0,1,1,0.163265306122449,0.18637431480031325,0.55,0.2631950158692842,39,2011,1,12,10,2
1,0,1,1,0.18367346938775508,0.18637431480031325,0.51,0.4562125308569414,35,2011,1,12,11,2
1,0,1,1,0.18367346938775508,0.15247790580601855,0.47000000000000003,0.6842600211590456,55,2011,1,12,12,2
