season,holiday,workingday,weather,temp,humidity,windspeed,count,heure
1,0,1,1,9.02,37,22.0028,57,10
1,0,1,1,10.66,33,22.0028,46,11
1,0,1,1,10.66,33,22.0028,79,12
1,0,1,1,11.48,30,19.9995,71,13
1,0,1,1,12.3,28,12.998,62,14
1,0,1,1,12.3,28,12.998,62,15
1,0,1,1,12.3,28,6.0032,89,16
1,0,1,1,9.84,38,12.998,190,17
1,0,1,1,9.84,38,8.9981,169,18
1,0,1,1,9.84,38,7.0015,132,19
1,0,1,1,9.02,47,11.0014,89,20
1,0,1,1,8.2,51,12.998,43,21
1,0,1,1,7.38,55,8.9981,42,22
1,0,1,1,8.2,47,0.0,19,23
1,0,1,1,7.38,55,0.0,11,0
1,0,1,1,6.56,64,0.0,4,1
1,0,1,1,6.56,64,0.0,2,2
1,0,1,2,6.56,64,6.0032,1,4
1,0,1,2,5.74,69,6.0032,4,5
1,0,1,2,5.74,63,7.0015,36,6
1,0,1,2,6.56,59,0.0,95,7
1,0,1,1,6.56,59,0.0,219,8
1,0,1,2,7.38,51,0.0,122,9
1,0,1,1,8.2,47,0.0,45,10
1,0,1,1,9.02,44,6.0032,59,11
1,0,1,1,10.66,35,0.0,84,12
1,0,1,1,10.66,35,7.0015,67,13
1,0,1,1,11.48,36,11.0014,70,14
1,0,1,1,11.48,36,0.0,62,15
1,0,1,1,10.66,38,11.0014,86,16
1,0,1,1,9.02,51,11.0014,172,17
1,0,1,1,9.02,51,8.9981,163,18
1,0,1,1,9.02,55,6.0032,112,19
1,0,1,1,8.2,51,11.0014,69,20
1,0,1,2,9.02,55,15.0013,48,21
1,0,1,2,9.02,51,19.0012,52,22
1,0,1,2,8.2,59,12.998,23,23
1,0,1,2,8.2,64,12.998,17,0
1,0,1,2,8.2,69,15.0013,7,1
1,0,1,2,8.2,69,15.0013,1,2
1,0,1,2,8.2,69,8.9981,1,4
1,0,1,3,9.02,55,0.0,5,5
1,0,1,2,8.2,69,0.0,34,6
1,0,1,1,8.2,69,8.9981,84,7
1,0,1,1,8.2,51,16.9979,210,8
1,0,1,1,8.2,47,19.9995,134,9
1,0,1,1,9.02,37,22.0028,63,10
1,0,1,2,8.2,40,15.0013,67,11
1,0,1,2,8.2,37,16.9979,59,12
1,0,1,2,8.2,37,19.0012,73,13
1,0,1,2,8.2,40,16.9979,50,14
1,0,1,2,8.2,37,11.0014,72,15
1,0,1,2,8.2,37,11.0014,87,16
1,0,1,2,8.2,37,0.0,187,17
1,0,1,1,8.2,40,6.0032,123,18
1,0,1,1,6.56,55,6.0032,95,19
1,0,1,1,7.38,47,7.0015,51,20
1,0,1,1,7.38,47,8.9981,39,21
1,0,1,2,7.38,43,11.0014,36,22
1,0,1,2,7.38,51,11.0014,15,23
1,0,0,2,7.38,51,11.0014,25,0
1,0,0,2,7.38,55,6.0032,16,1
1,0,0,2,7.38,55,0.0,16,2
1,0,0,3,7.38,55,11.0014,7,3
1,0,0,3,7.38,55,11.0014,1,4
1,0,0,2,6.56,74,11.0014,5,5
1,0,0,2,6.56,74,11.0014,2,6
1,0,0,2,6.56,74,7.0015,9,7
1,0,0,3,6.56,93,7.0015,15,8
1,0,0,3,6.56,93,7.0015,20,9
1,0,0,2,7.38,80,11.0014,61,10
1,0,0,2,8.2,69,26.0027,62,11
1,0,0,2,8.2,59,23.9994,98,12
1,0,0,1,8.2,44,22.0028,102,13
1,0,0,1,8.2,32,32.9975,95,14
1,0,0,1,8.2,32,30.0026,74,15
1,0,0,1,7.38,29,30.0026,76,16
1,0,0,1,6.56,37,36.9974,69,17
1,0,0,1,5.74,39,19.9995,55,18
1,0,0,1,5.74,36,16.9979,30,19
1,0,0,1,4.92,36,16.9979,28,20
1,0,0,1,4.92,39,23.9994,37,21
1,0,0,1,4.92,36,26.0027,34,22
1,0,0,1,4.1,39,30.0026,22,23
1,0,0,1,4.1,42,26.0027,25,0
1,0,0,1,4.1,42,31.0009,12,1
1,0,0,1,4.1,46,31.0009,11,2
1,0,0,1,4.1,46,27.9993,4,3
1,0,0,1,3.28,53,12.998,1,4
1,0,0,1,3.28,53,12.998,1,5
1,0,0,1,4.1,49,19.0012,1,6
1,0,0,1,3.28,53,12.998,6,7
1,0,0,1,4.1,49,19.0012,10,8
1,0,0,1,4.92,46,35.0008,19,9
1,0,0,1,5.74,43,26.0027,49,10
1,0,0,1,6.56,40,35.0008,49,11
1,0,0,1,7.38,37,30.0026,83,12
1,0,0,1,8.2,34,30.0026,75,13
1,0,0,1,9.02,32,31.0009,72,14
1,0,0,1,9.02,35,23.9994,82,15
1,0,0,1,8.2,34,30.0026,92,16
1,0,0,1,7.38,37,26.0027,62,17
1,0,0,1,6.56,40,22.0028,48,18
1,0,0,1,6.56,43,22.0028,41,19
1,0,0,1,5.74,46,16.9979,38,20
1,0,0,1,5.74,46,27.9993,20,21
1,0,0,1,5.74,46,19.9995,15,22
1,0,0,1,4.92,50,12.998,6,23
1,0,1,1,4.92,50,19.0012,5,0
1,0,1,1,4.92,50,19.0012,1,1
1,0,1,1,4.92,50,15.0013,3,2
1,0,1,1,4.92,50,15.0013,1,3
1,0,1,1,4.1,54,8.9981,3,4
1,0,1,1,4.1,54,16.9979,3,5
1,0,1,1,4.92,50,19.0012,31,6
1,0,1,1,4.92,50,15.0013,77,7
1,0,1,2,4.92,50,19.0012,188,8
1,0,1,2,5.74,50,16.9979,94,9
1,0,1,2,5.74,50,19.9995,31,10
1,0,1,2,6.56,47,19.0012,30,11
1,0,1,2,8.2,40,19.0012,52,12
1,0,1,2,8.2,40,19.0012,54,13
1,0,1,2,8.2,40,15.0013,47,14
1,0,1,2,8.2,40,15.0013,45,15
1,0,1,1,8.2,40,8.9981,74,16
1,0,1,1,8.2,40,7.0015,178,17
1,0,1,1,8.2,40,15.0013,155,18
1,0,1,1,6.56,47,11.0014,95,19
1,0,1,1,6.56,50,11.0014,74,20
1,0,1,1,5.74,59,12.998,38,21
1,0,1,1,5.74,59,11.0014,24,22
1,0,1,1,5.74,59,11.0014,18,23
1,0,1,1,5.74,59,7.0015,12,0
1,0,1,1,5.74,59,11.0014,3,1
1,0,1,2,6.56,55,12.998,3,2
1,0,1,2,6.56,55,8.9981,6,5
1,0,1,2,6.56,55,8.9981,27,6
1,0,1,2,6.56,55,0.0,99,7
1,0,1,2,7.38,51,6.0032,217,8
1,0,1,2,7.38,51,11.0014,130,9
1,0,1,2,8.2,51,11.0014,54,10
1,0,1,2,8.2,47,8.9981,35,11
1,0,1,2,8.2,51,7.0015,57,12
1,0,1,2,8.2,59,6.0032,52,13
1,0,1,2,8.2,59,6.0032,63,14
1,0,1,2,6.56,80,6.0032,47,15
1,0,1,2,6.56,86,15.0013,76,16
1,0,1,2,6.56,86,15.0013,136,17
1,0,1,3,6.56,93,7.0015,95,18
1,0,1,3,6.56,93,0.0,51,19
1,0,1,3,6.56,93,12.998,32,20
1,0,1,3,6.56,86,6.0032,20,21
1,0,1,3,6.56,93,7.0015,29,22
1,0,1,3,6.56,93,6.0032,19,23
1,0,1,2,6.56,86,6.0032,7,0
1,0,1,2,6.56,86,7.0015,6,1
1,0,1,1,5.74,86,8.9981,1,2
1,0,1,1,5.74,86,11.0014,5,5
1,0,1,1,4.92,93,8.9981,16,6
1,0,1,1,5.74,69,8.9981,54,7
1,0,1,1,6.56,59,11.0014,128,8
1,0,1,1,6.56,59,22.0028,81,9
1,0,1,1,7.38,55,15.0013,39,10
1,0,1,1,8.2,51,26.0027,35,11
1,0,1,1,8.2,47,39.0007,55,12
1,0,1,1,9.02,44,23.9994,49,13
1,0,1,1,8.2,47,22.0028,44,14
1,0,1,1,8.2,47,27.9993,49,15
1,0,1,1,9.02,44,22.0028,68,16
1,0,1,1,8.2,47,23.9994,139,17
1,0,1,1,8.2,47,35.0008,137,18
1,0,1,1,7.38,47,27.9993,83,19
1,0,1,1,6.56,50,22.0028,56,20
1,0,1,1,6.56,55,22.0028,57,21
1,0,1,1,6.56,55,30.0026,33,22
1,0,1,1,5.74,59,27.9993,20,23
1,0,1,1,5.74,59,19.0012,7,0
1,0,1,1,5.74,50,19.0012,2,1
1,0,1,1,5.74,50,23.9994,2,2
1,0,1,1,5.74,50,22.0028,3,3
1,0,1,1,5.74,50,16.9979,4,4
1,0,1,1,5.74,50,19.9995,3,5
1,0,1,1,4.92,54,8.9981,28,6
1,0,1,1,4.92,54,8.9981,72,7
1,0,1,1,5.74,50,12.998,202,8
1,0,1,1,5.74,50,22.0028,139,9
1,0,1,2,6.56,50,23.9994,38,10
1,0,1,2,8.2,44,30.0026,37,11
1,0,1,1,8.2,44,27.9993,52,12
1,0,1,1,9.02,41,30.0026,83,13
1,0,1,1,9.02,41,26.0027,42,14
1,0,1,1,9.84,38,19.9995,60,15
1,0,1,1,9.84,38,23.9994,78,16
1,0,1,1,8.2,40,19.0012,162,17
1,0,1,1,8.2,40,22.0028,144,18
1,0,1,1,6.56,47,16.9979,99,19
1,0,1,1,6.56,47,15.0013,64,20
1,0,1,1,5.74,46,19.9995,40,21
1,0,1,1,5.74,46,22.0028,30,22
1,0,1,1,4.92,50,12.998,15,23
1,0,1,1,4.92,50,12.998,14,0
1,0,1,1,4.1,54,11.0014,5,1
1,0,1,1,4.1,54,8.9981,1,2
1,0,1,1,4.1,54,7.0015,1,3
1,0,1,1,4.1,54,6.0032,8,5
1,0,1,1,4.1,54,0.0,17,6
1,0,1,1,4.1,74,11.0014,70,7
1,0,1,1,4.92,68,0.0,158,8
1,0,1,1,5.74,69,8.9981,117,9
1,0,1,1,7.38,55,12.998,44,10
1,0,1,1,7.38,51,19.0012,53,11
1,0,1,1,8.2,44,16.9979,61,12
1,0,1,1,9.02,37,26.0027,77,13
1,0,1,1,9.02,41,19.0012,64,14
1,0,1,1,9.84,38,11.0014,68,15
1,0,1,1,9.02,41,7.0015,90,16
1,0,1,1,9.02,41,11.0014,159,17
1,0,1,1,8.2,47,0.0,139,18
1,0,1,1,6.56,59,6.0032,92,19
1,0,1,1,7.38,59,0.0,68,20
1,0,1,1,6.56,69,0.0,52,21
1,0,1,2,6.56,69,0.0,36,22
1,0,1,2,7.38,55,0.0,27,23
1,0,0,1,7.38,55,0.0,28,0
1,0,0,2,6.56,59,6.0032,20,1
1,0,0,2,6.56,59,6.0032,12,2
1,0,0,2,6.56,59,0.0,8,3
1,0,0,2,6.56,59,0.0,5,4
1,0,0,1,6.56,59,0.0,1,5
1,0,0,1,5.74,63,7.0015,3,6
1,0,0,1,5.74,63,0.0,10,7
1,0,0,1,5.74,63,8.9981,23,8
1,0,0,1,6.56,64,8.9981,33,9
1,0,0,1,7.38,59,11.0014,59,10
1,0,0,1,8.2,55,15.0013,72,11
1,0,0,1,9.84,48,15.0013,89,12
1,0,0,1,11.48,38,19.9995,101,13
1,0,0,1,12.3,39,19.0012,118,14
1,0,0,2,13.12,36,12.998,129,15
1,0,0,2,13.94,34,12.998,128,16
1,0,0,2,13.12,36,19.0012,83,17
1,0,0,2,12.3,45,16.9979,84,18
1,0,0,2,13.12,39,16.9979,74,19
1,0,0,2,13.12,39,16.9979,41,20
1,0,0,2,13.12,39,15.0013,57,21
1,0,0,2,12.3,42,7.0015,26,22
1,0,0,1,12.3,45,19.0012,44,23
1,0,0,1,10.66,56,0.0,39,0
1,0,0,1,10.66,56,8.9981,23,1
1,0,0,1,10.66,56,6.0032,16,2
1,0,0,1,9.02,69,0.0,15,3
1,0,0,1,10.66,56,11.0014,1,4
1,0,0,2,10.66,56,11.0014,2,5
1,0,0,2,10.66,56,11.0014,1,6
1,0,0,2,9.84,56,19.9995,3,7
1,0,0,1,9.02,55,19.0012,18,8
1,0,0,1,9.02,51,16.9979,32,9
1,0,0,1,9.02,51,19.0012,79,10
1,0,0,1,9.84,44,16.9979,93,11
1,0,0,1,9.84,41,19.0012,104,12
1,0,0,1,10.66,35,19.9995,118,13
1,0,0,1,11.48,36,16.9979,91,14
1,0,0,1,10.66,38,16.9979,113,15
1,0,0,1,9.84,38,15.0013,99,16
1,0,0,1,9.02,37,16.9979,105,17
1,0,0,1,8.2,40,11.0014,67,18
1,0,0,1,7.38,47,8.9981,61,19
1,0,0,1,7.38,47,11.0014,57,20
1,0,0,1,7.38,51,11.0014,28,21
1,0,0,2,8.2,49,8.9981,21,22
1,0,0,2,8.2,40,7.0015,18,23
1,1,0,2,8.2,47,15.0013,17,0
1,1,0,2,8.2,44,12.998,16,1
1,1,0,2,7.38,43,16.9979,8,2
1,1,0,2,7.38,43,12.998,2,3
1,1,0,2,7.38,43,8.9981,3,4
1,1,0,2,7.38,43,11.0014,1,5
1,1,0,2,7.38,43,12.998,5,6
1,1,0,2,6.56,50,8.9981,13,7
1,1,0,2,6.56,47,15.0013,33,8
1,1,0,2,6.56,47,15.0013,47,9
1,1,0,2,6.56,50,16.9979,57,10
1,1,0,2,6.56,55,12.998,64,11
1,1,0,2,7.38,47,8.9981,80,12
1,1,0,2,7.38,47,8.9981,93,13
1,1,0,2,7.38,43,7.0015,86,14
1,1,0,2,8.2,47,11.0014,93,15
1,1,0,2,8.2,47,11.0014,82,16
1,1,0,1,8.2,51,12.998,71,17
1,1,0,2,7.38,55,16.9979,92,18
1,1,0,3,7.38,59,12.998,60,19
1,1,0,3,6.56,80,12.998,33,20
1,1,0,3,6.56,80,12.998,27,21
1,1,0,3,5.74,93,16.9979,13,22
1,1,0,3,6.56,86,19.0012,4,23
1,0,1,2,8.2,86,22.0028,3,12
1,0,1,2,8.2,86,15.0013,22,13
1,0,1,2,9.02,80,11.0014,28,14
1,0,1,2,9.02,87,11.0014,35,15
1,0,1,2,9.02,87,12.998,61,16
1,0,1,2,9.02,82,12.998,125,17
1,0,1,2,9.02,80,11.0014,133,18
1,0,1,2,9.02,80,8.9981,99,19
1,0,1,2,9.02,87,0.0,83,20
1,0,1,2,9.02,93,7.0015,41,21
1,0,1,2,9.02,93,6.0032,33,22
1,0,1,2,9.02,93,0.0,20,23
1,0,1,2,9.02,93,0.0,3,0
1,0,1,3,9.02,93,8.9981,7,1
1,0,1,3,9.02,93,8.9981,3,2
1,0,1,3,9.02,93,8.9981,2,4
1,0,1,2,9.02,93,6.0032,7,5
1,0,1,2,9.02,93,6.0032,32,6
1,0,1,2,9.84,92,7.0015,90,7
1,0,1,2,9.84,93,7.0015,197,8
1,0,1,2,9.84,93,7.0015,109,9
1,0,1,2,10.66,93,8.9981,47,10
1,0,1,2,11.48,87,6.0032,52,11
1,0,1,2,12.3,81,6.0032,70,12
1,0,1,1,16.4,62,19.0012,78,13
1,0,1,1,16.4,58,16.9979,75,14
1,0,1,1,16.4,54,19.0012,82,15
1,0,1,1,15.58,58,26.0027,104,16
1,0,1,1,14.76,57,22.0028,197,17
1,0,1,1,13.94,61,19.0012,161,18
1,0,1,1,13.12,57,27.9993,112,19
1,0,1,1,13.12,49,19.9995,76,20
1,0,1,1,13.12,49,27.9993,59,21
1,0,1,1,12.3,52,11.0014,59,22
1,0,1,1,12.3,52,31.0009,28,23
1,0,1,2,6.56,64,7.0015,8,0
1,0,1,2,6.56,69,7.0015,3,1
1,0,1,2,6.56,69,0.0,2,2
1,0,1,2,6.56,69,0.0,2,3
1,0,1,3,5.74,93,0.0,3,5
1,0,1,3,5.74,93,0.0,22,6
1,0,1,3,6.56,93,0.0,52,7
1,0,1,3,6.56,93,0.0,135,8
1,0,1,2,6.56,93,0.0,116,9
1,0,1,2,6.56,93,0.0,47,10
1,0,1,2,7.38,86,0.0,51,11
1,0,1,2,8.2,86,0.0,55,12
1,0,1,2,8.2,86,0.0,52,13
1,0,1,2,9.02,80,6.0032,54,14
1,0,1,2,9.84,75,0.0,52,15
1,0,1,2,9.84,75,8.9981,64,16
1,0,1,2,9.84,75,0.0,176,17
1,0,1,2,9.84,81,7.0015,168,18
1,0,1,2,9.84,81,8.9981,108,19
1,0,1,2,9.02,87,8.9981,74,20
1,0,1,2,9.02,87,8.9981,64,21
1,0,1,2,9.02,87,6.0032,36,22
1,0,1,3,8.2,93,12.998,16,23
1,0,1,3,9.02,93,7.0015,2,0
1,0,1,3,9.02,93,12.998,3,1
1,0,1,3,9.02,93,8.9981,4,2
1,0,1,3,9.02,93,8.9981,1,3
1,0,1,3,9.02,93,19.0012,1,4
1,0,1,3,9.02,93,7.0015,3,5
1,0,1,3,9.02,93,7.0015,18,6
1,0,1,3,9.02,93,15.0013,49,7
1,0,1,3,9.02,93,15.0013,155,8
1,0,1,2,9.84,93,6.0032,123,9
1,0,1,2,9.02,100,0.0,61,10
1,0,1,2,9.84,93,12.998,52,11
1,0,1,2,9.84,93,15.0013,64,12
1,0,1,1,13.94,93,11.0014,75,13
1,0,1,1,15.58,82,26.0027,63,14
1,0,1,1,15.58,76,22.0028,76,15
1,0,1,1,14.76,71,19.9995,103,16
1,0,1,1,14.76,53,35.0008,190,17
1,0,1,1,13.94,42,36.9974,182,18
1,0,1,1,11.48,45,32.9975,91,19
1,0,1,1,9.84,48,36.9974,75,20
1,0,1,1,9.02,47,22.0028,63,21
1,0,1,1,9.02,44,16.9979,40,22
1,0,1,1,8.2,44,30.0026,32,23
1,0,1,1,8.2,40,30.0026,12,0
1,0,1,1,8.2,44,35.0008,5,1
1,0,1,1,7.38,43,16.9979,2,2
1,0,1,1,7.38,43,16.9979,1,3
1,0,1,1,6.56,50,19.9995,2,5
1,0,1,1,6.56,43,23.9994,39,6
1,0,1,1,5.74,50,22.0028,87,7
1,0,1,1,5.74,50,23.9994,188,8
1,0,1,1,6.56,47,19.9995,133,9
1,0,1,1,7.38,43,22.0028,52,10
1,0,1,1,7.38,43,30.0026,64,11
1,0,1,1,8.2,40,23.9994,69,12
1,0,1,1,8.2,40,27.9993,51,13
1,0,1,1,9.02,37,26.0027,47,14
1,0,1,1,9.02,37,22.0028,60,15
1,0,1,1,9.02,37,16.9979,78,16
1,0,1,1,8.2,40,12.998,175,17
1,0,1,1,8.2,40,11.0014,147,18
1,0,1,1,8.2,40,0.0,96,19
1,0,1,1,8.2,47,6.0032,109,20
1,0,1,1,7.38,55,7.0015,54,21
1,0,1,1,7.38,51,6.0032,41,22
1,0,1,1,8.2,47,7.0015,38,23
1,0,1,2,8.2,44,0.0,13,0
1,0,1,2,6.56,59,0.0,7,1
1,0,1,2,5.74,63,7.0015,1,2
1,0,1,2,5.74,63,7.0015,1,3
1,0,1,2,5.74,63,8.9981,7,5
1,0,1,2,6.56,55,0.0,28,6
1,0,1,1,5.74,59,0.0,87,7
1,0,1,1,5.74,74,8.9981,220,8
1,0,1,2,6.56,80,8.9981,127,9
1,0,1,2,8.2,51,8.9981,51,10
1,0,1,1,9.02,51,11.0014,64,11
1,0,1,2,9.84,48,11.0014,86,12
1,0,1,2,10.66,50,15.0013,82,13
1,0,1,2,11.48,45,11.0014,91,14
1,0,1,2,11.48,48,16.9979,90,15
1,0,1,2,12.3,42,15.0013,99,16
1,0,1,2,10.66,56,8.9981,205,17
1,0,1,2,9.84,60,7.0015,155,18
1,0,1,2,9.84,65,8.9981,103,19
1,0,1,2,9.84,65,11.0014,71,20
1,0,1,2,9.84,70,11.0014,43,21
1,0,1,2,9.84,65,11.0014,46,22
1,0,1,2,9.84,70,8.9981,31,23
1,0,0,2,9.84,70,11.0014,39,0
1,0,0,2,9.84,65,11.0014,18,1
1,0,0,2,9.84,75,11.0014,17,2
1,0,0,2,9.84,75,11.0014,11,3
1,0,0,3,9.02,93,8.9981,8,4
1,0,0,3,8.2,100,6.0032,9,5
1,0,0,3,8.2,100,0.0,4,6
1,0,0,3,9.02,93,6.0032,4,7
1,0,0,3,8.2,100,6.0032,10,8
1,0,0,3,8.2,100,6.0032,20,9
1,0,0,3,8.2,100,8.9981,34,10
1,0,0,3,9.02,100,8.9981,47,11
1,0,0,3,9.02,100,11.0014,52,12
1,0,0,3,9.02,100,11.0014,72,13
1,0,0,3,9.02,100,0.0,55,14
1,0,0,3,9.02,100,0.0,60,15
1,0,0,3,9.02,100,8.9981,71,16
1,0,0,2,9.84,100,19.0012,78,17
1,0,0,2,11.48,93,30.0026,83,18
1,0,0,2,11.48,93,30.0026,84,19
1,0,0,1,12.3,87,16.9979,69,20
1,0,0,1,10.66,100,12.998,56,21
1,0,0,1,10.66,93,8.9981,45,22
1,0,0,1,10.66,93,15.0013,59,23
1,0,0,1,10.66,70,12.998,39,0
1,0,0,1,10.66,65,27.9993,44,1
1,0,0,1,10.66,60,22.0028,20,2
1,0,0,1,10.66,60,6.0032,13,3
1,0,0,1,10.66,60,23.9994,2,4
1,0,0,1,10.66,60,15.0013,1,5
1,0,0,1,10.66,60,15.0013,1,6
1,0,0,1,9.84,65,11.0014,8,7
1,0,0,1,9.84,65,7.0015,23,8
1,0,0,1,11.48,56,7.0015,45,9
1,0,0,1,12.3,52,16.9979,89,10
1,0,0,1,13.12,49,16.9979,117,11
1,0,0,1,13.94,46,0.0,174,12
1,0,0,1,13.94,46,0.0,182,13
1,0,0,1,13.94,46,6.0032,161,14
1,0,0,1,13.94,46,6.0032,182,15
1,0,0,1,13.94,49,7.0015,157,16
1,0,0,1,13.94,46,0.0,121,17
1,0,0,1,12.3,56,11.0014,78,18
1,0,0,1,11.48,61,8.9981,21,19
1,0,0,1,11.48,61,7.0015,26,20
1,0,0,1,10.66,60,0.0,27,21
1,0,0,1,10.66,60,0.0,62,22
1,0,0,1,9.84,65,0.0,30,23
1,0,1,1,9.84,65,0.0,15,0
1,0,1,1,9.02,75,0.0,5,1
1,0,1,1,8.2,80,0.0,3,2
1,0,1,1,8.2,86,0.0,1,3
1,0,1,1,8.2,86,0.0,2,4
1,0,1,1,8.2,86,0.0,10,5
1,0,1,1,7.38,93,0.0,30,6
1,0,1,1,7.38,86,0.0,95,7
1,0,1,2,6.56,100,0.0,230,8
1,0,1,1,9.02,80,0.0,118,9
1,0,1,1,9.84,75,7.0015,55,10
1,0,1,1,12.3,65,6.0032,47,11
1,0,1,2,13.12,62,0.0,66,12
1,0,1,2,14.76,57,6.0032,64,13
1,0,1,2,14.76,57,6.0032,60,14
1,0,1,2,15.58,54,6.0032,50,15
1,0,1,2,14.76,57,8.9981,114,16
1,0,1,2,13.12,70,11.0014,216,17
1,0,1,2,13.94,66,8.9981,175,18
1,0,1,2,13.12,70,0.0,128,19
1,0,1,2,13.12,70,7.0015,88,20
1,0,1,1,13.12,70,0.0,78,21
1,0,1,1,11.48,81,6.0032,37,22
1,0,1,2,12.3,81,0.0,25,23
1,0,1,2,11.48,87,0.0,10,0
1,0,1,2,11.48,87,0.0,4,1
1,0,1,2,10.66,93,7.0015,2,2
1,0,1,3,11.48,93,11.0014,1,3
1,0,1,1,10.66,93,11.0014,3,4
1,0,1,1,10.66,81,22.0028,2,5
1,0,1,1,10.66,70,22.0028,39,6
1,0,1,1,9.84,65,27.9993,100,7
1,0,1,1,9.84,56,32.9975,243,8
1,0,1,1,9.84,52,32.9975,135,9
1,0,1,1,9.02,47,36.9974,48,10
1,0,1,1,9.02,47,31.0009,50,11
1,0,1,1,9.84,38,32.9975,65,12
1,0,1,2,9.84,32,30.0026,50,13
1,0,1,1,9.02,37,27.9993,64,14
