season,holiday,workingday,weather,temp,humidity,windspeed,count,days,hours
1,0,1,1,9.84,48,7.0015,54,4,20
1,0,1,1,9.02,64,0.0,48,4,21
1,0,1,1,9.02,64,6.0032,35,4,22
1,0,1,1,8.2,69,6.0032,11,4,23
1,0,1,1,8.2,64,0.0,6,5,0
1,0,1,1,6.56,74,6.0032,6,5,1
1,0,1,1,6.56,74,6.0032,2,5,2
1,0,1,1,9.84,48,15.0013,2,5,4
1,0,1,1,9.02,47,11.0014,3,5,5
1,0,1,1,8.2,47,15.0013,33,5,6
1,0,1,1,7.38,43,12.998,88,5,7
1,0,1,1,8.2,40,19.9995,195,5,8
1,0,1,1,9.02,37,22.0028,115,5,9
1,0,1,1,9.02,37,22.0028,57,5,10
1,0,1,1,10.66,33,22.0028,46,5,11
1,0,1,1,10.66,33,22.0028,79,5,12
1,0,1,1,11.48,30,19.9995,71,5,13
1,0,1,1,12.3,28,12.998,62,5,14
1,0,1,1,12.3,28,12.998,62,5,15
1,0,1,1,12.3,28,6.0032,89,5,16
1,0,1,1,9.84,38,12.998,190,5,17
1,0,1,1,9.84,38,8.9981,169,5,18
1,0,1,1,9.84,38,7.0015,132,5,19
1,0,1,1,9.02,47,11.0014,89,5,20
1,0,1,1,8.2,51,12.998,43,5,21
1,0,1,1,7.38,55,8.9981,42,5,22
1,0,1,1,8.2,47,0.0,19,5,23
1,0,1,1,7.38,55,0.0,11,6,0
1,0,1,1,6.56,64,0.0,4,6,1
1,0,1,1,6.56,64,0.0,2,6,2
1,0,1,2,6.56,64,6.0032,1,6,4
1,0,1,2,5.74,69,6.0032,4,6,5
1,0,1,2,5.74,63,7.0015,36,6,6
1,0,1,2,6.56,59,0.0,95,6,7
1,0,1,1,6.56,59,0.0,219,6,8
1,0,1,2,7.38,51,0.0,122,6,9
1,0,1,1,8.2,47,0.0,45,6,10
1,0,1,1,9.02,44,6.0032,59,6,11
1,0,1,1,10.66,35,0.0,84,6,12
1,0,1,1,10.66,35,7.0015,67,6,13
1,0,1,1,11.48,36,11.0014,70,6,14
1,0,1,1,11.48,36,0.0,62,6,15
1,0,1,1,10.66,38,11.0014,86,6,16
1,0,1,1,9.02,51,11.0014,172,6,17
1,0,1,1,9.02,51,8.9981,163,6,18
1,0,1,1,9.02,55,6.0032,112,6,19
1,0,1,1,8.2,51,11.0014,69,6,20
1,0,1,2,9.02,55,15.0013,48,6,21
1,0,1,2,9.02,51,19.0012,52,6,22
1,0,1,2,8.2,59,12.998,23,6,23
1,0,1,2,8.2,64,12.998,17,7,0
1,0,1,2,8.2,69,15.0013,7,7,1
1,0,1,2,8.2,69,15.0013,1,7,2
1,0,1,2,8.2,69,8.9981,1,7,4
1,0,1,3,9.02,55,0.0,5,7,5
1,0,1,2,8.2,69,0.0,34,7,6
1,0,1,1,8.2,69,8.9981,84,7,7
1,0,1,1,8.2,51,16.9979,210,7,8
1,0,1,1,8.2,47,19.9995,134,7,9
1,0,1,1,9.02,37,22.0028,63,7,10
1,0,1,2,8.2,40,15.0013,67,7,11
1,0,1,2,8.2,37,16.9979,59,7,12
1,0,1,2,8.2,37,19.0012,73,7,13
1,0,1,2,8.2,40,16.9979,50,7,14
1,0,1,2,8.2,37,11.0014,72,7,15
1,0,1,2,8.2,37,11.0014,87,7,16
1,0,1,2,8.2,37,0.0,187,7,17
1,0,1,1,8.2,40,6.0032,123,7,18
1,0,1,1,6.56,55,6.0032,95,7,19
1,0,1,1,7.38,47,7.0015,51,7,20
1,0,1,1,7.38,47,8.9981,39,7,21
1,0,1,2,7.38,43,11.0014,36,7,22
1,0,1,2,7.38,51,11.0014,15,7,23
1,0,0,2,7.38,51,11.0014,25,8,0
1,0,0,2,7.38,55,6.0032,16,8,1
1,0,0,2,7.38,55,0.0,16,8,2
1,0,0,3,7.38,55,11.0014,7,8,3
1,0,0,3,7.38,55,11.0014,1,8,4
1,0,0,2,6.56,74,11.0014,5,8,5
1,0,0,2,6.56,74,11.0014,2,8,6
1,0,0,2,6.56,74,7.0015,9,8,7
1,0,0,3,6.56,93,7.0015,15,8,8
1,0,0,3,6.56,93,7.0015,20,8,9
1,0,0,2,7.38,80,11.0014,61,8,10
1,0,0,2,8.2,69,26.0027,62,8,11
1,0,0,2,8.2,59,23.9994,98,8,12
1,0,0,1,8.2,44,22.0028,102,8,13
1,0,0,1,8.2,32,32.9975,95,8,14
1,0,0,1,8.2,32,30.0026,74,8,15
1,0,0,1,7.38,29,30.0026,76,8,16
1,0,0,1,6.56,37,36.9974,69,8,17
1,0,0,1,5.74,39,19.9995,55,8,18
1,0,0,1,5.74,36,16.9979,30,8,19
1,0,0,1,4.92,36,16.9979,28,8,20
1,0,0,1,4.92,39,23.9994,37,8,21
1,0,0,1,4.92,36,26.0027,34,8,22
1,0,0,1,4.1,39,30.0026,22,8,23
1,0,0,1,4.1,42,26.0027,25,9,0
1,0,0,1,4.1,42,31.0009,12,9,1
1,0,0,1,4.1,46,31.0009,11,9,2
1,0,0,1,4.1,46,27.9993,4,9,3
1,0,0,1,3.28,53,12.998,1,9,4
1,0,0,1,3.28,53,12.998,1,9,5
1,0,0,1,4.1,49,19.0012,1,9,6
1,0,0,1,3.28,53,12.998,6,9,7
1,0,0,1,4.1,49,19.0012,10,9,8
1,0,0,1,4.92,46,35.0008,19,9,9
1,0,0,1,5.74,43,26.0027,49,9,10
1,0,0,1,6.56,40,35.0008,49,9,11
1,0,0,1,7.38,37,30.0026,83,9,12
1,0,0,1,8.2,34,30.0026,75,9,13
1,0,0,1,9.02,32,31.0009,72,9,14
1,0,0,1,9.02,35,23.9994,82,9,15
1,0,0,1,8.2,34,30.0026,92,9,16
1,0,0,1,7.38,37,26.0027,62,9,17
1,0,0,1,6.56,40,22.0028,48,9,18
1,0,0,1,6.56,43,22.0028,41,9,19
1,0,0,1,5.74,46,16.9979,38,9,20
1,0,0,1,5.74,46,27.9993,20,9,21
1,0,0,1,5.74,46,19.9995,15,9,22
1,0,0,1,4.92,50,12.998,6,9,23
1,0,1,1,4.92,50,19.0012,5,10,0
1,0,1,1,4.92,50,19.0012,1,10,1
1,0,1,1,4.92,50,15.0013,3,10,2
1,0,1,1,4.92,50,15.0013,1,10,3
1,0,1,1,4.1,54,8.9981,3,10,4
1,0,1,1,4.1,54,16.9979,3,10,5
1,0,1,1,4.92,50,19.0012,31,10,6
1,0,1,1,4.92,50,15.0013,77,10,7
1,0,1,2,4.92,50,19.0012,188,10,8
1,0,1,2,5.74,50,16.9979,94,10,9
1,0,1,2,5.74,50,19.9995,31,10,10
1,0,1,2,6.56,47,19.0012,30,10,11
1,0,1,2,8.2,40,19.0012,52,10,12
1,0,1,2,8.2,40,19.0012,54,10,13
1,0,1,2,8.2,40,15.0013,47,10,14
1,0,1,2,8.2,40,15.0013,45,10,15
1,0,1,1,8.2,40,8.9981,74,10,16
1,0,1,1,8.2,40,7.0015,178,10,17
1,0,1,1,8.2,40,15.0013,155,10,18
1,0,1,1,6.56,47,11.0014,95,10,19
1,0,1,1,6.56,50,11.0014,74,10,20
1,0,1,1,5.74,59,12.998,38,10,21
1,0,1,1,5.74,59,11.0014,24,10,22
1,0,1,1,5.74,59,11.0014,18,10,23
1,0,1,1,5.74,59,7.0015,12,11,0
1,0,1,1,5.74,59,11.0014,3,11,1
1,0,1,2,6.56,55,12.998,3,11,2
1,0,1,2,6.56,55,8.9981,6,11,5
1,0,1,2,6.56,55,8.9981,27,11,6
1,0,1,2,6.56,55,0.0,99,11,7
1,0,1,2,7.38,51,6.0032,217,11,8
1,0,1,2,7.38,51,11.0014,130,11,9
1,0,1,2,8.2,51,11.0014,54,11,10
1,0,1,2,8.2,47,8.9981,35,11,11
1,0,1,2,8.2,51,7.0015,57,11,12
1,0,1,2,8.2,59,6.0032,52,11,13
1,0,1,2,8.2,59,6.0032,63,11,14
1,0,1,2,6.56,80,6.0032,47,11,15
1,0,1,2,6.56,86,15.0013,76,11,16
1,0,1,2,6.56,86,15.0013,136,11,17
1,0,1,3,6.56,93,7.0015,95,11,18
1,0,1,3,6.56,93,0.0,51,11,19
1,0,1,3,6.56,93,12.998,32,11,20
1,0,1,3,6.56,86,6.0032,20,11,21
1,0,1,3,6.56,93,7.0015,29,11,22
1,0,1,3,6.56,93,6.0032,19,11,23
1,0,1,2,6.56,86,6.0032,7,12,0
1,0,1,2,6.56,86,7.0015,6,12,1
1,0,1,1,5.74,86,8.9981,1,12,2
1,0,1,1,5.74,86,11.0014,5,12,5
1,0,1,1,4.92,93,8.9981,16,12,6
1,0,1,1,5.74,69,8.9981,54,12,7
1,0,1,1,6.56,59,11.0014,128,12,8
1,0,1,1,6.56,59,22.0028,81,12,9
1,0,1,1,7.38,55,15.0013,39,12,10
1,0,1,1,8.2,51,26.0027,35,12,11
1,0,1,1,8.2,47,39.0007,55,12,12
1,0,1,1,9.02,44,23.9994,49,12,13
1,0,1,1,8.2,47,22.0028,44,12,14
1,0,1,1,8.2,47,27.9993,49,12,15
1,0,1,1,9.02,44,22.0028,68,12,16
1,0,1,1,8.2,47,23.9994,139,12,17
1,0,1,1,8.2,47,35.0008,137,12,18
1,0,1,1,7.38,47,27.9993,83,12,19
1,0,1,1,6.56,50,22.0028,56,12,20
1,0,1,1,6.56,55,22.0028,57,12,21
1,0,1,1,6.56,55,30.0026,33,12,22
1,0,1,1,5.74,59,27.9993,20,12,23
1,0,1,1,5.74,59,19.0012,7,13,0
1,0,1,1,5.74,50,19.0012,2,13,1
1,0,1,1,5.74,50,23.9994,2,13,2
1,0,1,1,5.74,50,22.0028,3,13,3
1,0,1,1,5.74,50,16.9979,4,13,4
1,0,1,1,5.74,50,19.9995,3,13,5
1,0,1,1,4.92,54,8.9981,28,13,6
1,0,1,1,4.92,54,8.9981,72,13,7
1,0,1,1,5.74,50,12.998,202,13,8
1,0,1,1,5.74,50,22.0028,139,13,9
1,0,1,2,6.56,50,23.9994,38,13,10
1,0,1,2,8.2,44,30.0026,37,13,11
1,0,1,1,8.2,44,27.9993,52,13,12
1,0,1,1,9.02,41,30.0026,83,13,13
1,0,1,1,9.02,41,26.0027,42,13,14
1,0,1,1,9.84,38,19.9995,60,13,15
1,0,1,1,9.84,38,23.9994,78,13,16
1,0,1,1,8.2,40,19.0012,162,13,17
1,0,1,1,8.2,40,22.0028,144,13,18
1,0,1,1,6.56,47,16.9979,99,13,19
1,0,1,1,6.56,47,15.0013,64,13,20
1,0,1,1,5.74,46,19.9995,40,13,21
1,0,1,1,5.74,46,22.0028,30,13,22
1,0,1,1,4.92,50,12.998,15,13,23
1,0,1,1,4.92,50,12.998,14,14,0
1,0,1,1,4.1,54,11.0014,5,14,1
1,0,1,1,4.1,54,8.9981,1,14,2
1,0,1,1,4.1,54,7.0015,1,14,3
1,0,1,1,4.1,54,6.0032,8,14,5
1,0,1,1,4.1,54,0.0,17,14,6
1,0,1,1,4.1,74,11.0014,70,14,7
1,0,1,1,4.92,68,0.0,158,14,8
1,0,1,1,5.74,69,8.9981,117,14,9
1,0,1,1,7.38,55,12.998,44,14,10
1,0,1,1,7.38,51,19.0012,53,14,11
1,0,1,1,8.2,44,16.9979,61,14,12
1,0,1,1,9.02,37,26.0027,77,14,13
1,0,1,1,9.02,41,19.0012,64,14,14
1,0,1,1,9.84,38,11.0014,68,14,15
1,0,1,1,9.02,41,7.0015,90,14,16
1,0,1,1,9.02,41,11.0014,159,14,17
1,0,1,1,8.2,47,0.0,139,14,18
1,0,1,1,6.56,59,6.0032,92,14,19
1,0,1,1,7.38,59,0.0,68,14,20
1,0,1,1,6.56,69,0.0,52,14,21
1,0,1,2,6.56,69,0.0,36,14,22
1,0,1,2,7.38,55,0.0,27,14,23
1,0,0,1,7.38,55,0.0,28,15,0
1,0,0,2,6.56,59,6.0032,20,15,1
1,0,0,2,6.56,59,6.0032,12,15,2
1,0,0,2,6.56,59,0.0,8,15,3
1,0,0,2,6.56,59,0.0,5,15,4
1,0,0,1,6.56,59,0.0,1,15,5
1,0,0,1,5.74,63,7.0015,3,15,6
1,0,0,1,5.74,63,0.0,10,15,7
1,0,0,1,5.74,63,8.9981,23,15,8
1,0,0,1,6.56,64,8.9981,33,15,9
1,0,0,1,7.38,59,11.0014,59,15,10
1,0,0,1,8.2,55,15.0013,72,15,11
1,0,0,1,9.84,48,15.0013,89,15,12
1,0,0,1,11.48,38,19.9995,101,15,13
1,0,0,1,12.3,39,19.0012,118,15,14
1,0,0,2,13.12,36,12.998,129,15,15
1,0,0,2,13.94,34,12.998,128,15,16
1,0,0,2,13.12,36,19.0012,83,15,17
1,0,0,2,12.3,45,16.9979,84,15,18
1,0,0,2,13.12,39,16.9979,74,15,19
1,0,0,2,13.12,39,16.9979,41,15,20
1,0,0,2,13.12,39,15.0013,57,15,21
1,0,0,2,12.3,42,7.0015,26,15,22
1,0,0,1,12.3,45,19.0012,44,15,23
1,0,0,1,10.66,56,0.0,39,16,0
1,0,0,1,10.66,56,8.9981,23,16,1
1,0,0,1,10.66,56,6.0032,16,16,2
1,0,0,1,9.02,69,0.0,15,16,3
1,0,0,1,10.66,56,11.0014,1,16,4
1,0,0,2,10.66,56,11.0014,2,16,5
1,0,0,2,10.66,56,11.0014,1,16,6
1,0,0,2,9.84,56,19.9995,3,16,7
1,0,0,1,9.02,55,19.0012,18,16,8
1,0,0,1,9.02,51,16.9979,32,16,9
1,0,0,1,9.02,51,19.0012,79,16,10
1,0,0,1,9.84,44,16.9979,93,16,11
1,0,0,1,9.84,41,19.0012,104,16,12
1,0,0,1,10.66,35,19.9995,118,16,13
1,0,0,1,11.48,36,16.9979,91,16,14
1,0,0,1,10.66,38,16.9979,113,16,15
1,0,0,1,9.84,38,15.0013,99,16,16
1,0,0,1,9.02,37,16.9979,105,16,17
1,0,0,1,8.2,40,11.0014,67,16,18
1,0,0,1,7.38,47,8.9981,61,16,19
1,0,0,1,7.38,47,11.0014,57,16,20
1,0,0,1,7.38,51,11.0014,28,16,21
1,0,0,2,8.2,49,8.9981,21,16,22
1,0,0,2,8.2,40,7.0015,18,16,23
1,1,0,2,8.2,47,15.0013,17,17,0
1,1,0,2,8.2,44,12.998,16,17,1
1,1,0,2,7.38,43,16.9979,8,17,2
1,1,0,2,7.38,43,12.998,2,17,3
1,1,0,2,7.38,43,8.9981,3,17,4
1,1,0,2,7.38,43,11.0014,1,17,5
1,1,0,2,7.38,43,12.998,5,17,6
1,1,0,2,6.56,50,8.9981,13,17,7
1,1,0,2,6.56,47,15.0013,33,17,8
1,1,0,2,6.56,47,15.0013,47,17,9
1,1,0,2,6.56,50,16.9979,57,17,10
1,1,0,2,6.56,55,12.998,64,17,11
1,1,0,2,7.38,47,8.9981,80,17,12
1,1,0,2,7.38,47,8.9981,93,17,13
1,1,0,2,7.38,43,7.0015,86,17,14
1,1,0,2,8.2,47,11.0014,93,17,15
1,1,0,2,8.2,47,11.0014,82,17,16
1,1,0,1,8.2,51,12.998,71,17,17
1,1,0,2,7.38,55,16.9979,92,17,18
1,1,0,3,7.38,59,12.998,60,17,19
1,1,0,3,6.56,80,12.998,33,17,20
1,1,0,3,6.56,80,12.998,27,17,21
1,1,0,3,5.74,93,16.9979,13,17,22
1,1,0,3,6.56,86,19.0012,4,17,23
1,0,1,2,8.2,86,22.0028,3,18,12
1,0,1,2,8.2,86,15.0013,22,18,13
1,0,1,2,9.02,80,11.0014,28,18,14
1,0,1,2,9.02,87,11.0014,35,18,15
1,0,1,2,9.02,87,12.998,61,18,16
1,0,1,2,9.02,82,12.998,125,18,17
1,0,1,2,9.02,80,11.0014,133,18,18
1,0,1,2,9.02,80,8.9981,99,18,19
1,0,1,2,9.02,87,0.0,83,18,20
1,0,1,2,9.02,93,7.0015,41,18,21
1,0,1,2,9.02,93,6.0032,33,18,22
1,0,1,2,9.02,93,0.0,20,18,23
1,0,1,2,9.02,93,0.0,3,19,0
1,0,1,3,9.02,93,8.9981,7,19,1
1,0,1,3,9.02,93,8.9981,3,19,2
1,0,1,3,9.02,93,8.9981,2,19,4
1,0,1,2,9.02,93,6.0032,7,19,5
1,0,1,2,9.02,93,6.0032,32,19,6
1,0,1,2,9.84,92,7.0015,90,19,7
1,0,1,2,9.84,93,7.0015,197,19,8
1,0,1,2,9.84,93,7.0015,109,19,9
1,0,1,2,10.66,93,8.9981,47,19,10
1,0,1,2,11.48,87,6.0032,52,19,11
1,0,1,2,12.3,81,6.0032,70,19,12
1,0,1,1,16.4,62,19.0012,78,19,13
1,0,1,1,16.4,58,16.9979,75,19,14
1,0,1,1,16.4,54,19.0012,82,19,15
1,0,1,1,15.58,58,26.0027,104,19,16
1,0,1,1,14.76,57,22.0028,197,19,17
1,0,1,1,13.94,61,19.0012,161,19,18
1,0,1,1,13.12,57,27.9993,112,19,19
1,0,1,1,13.12,49,19.9995,76,19,20
1,0,1,1,13.12,49,27.9993,59,19,21
1,0,1,1,12.3,52,11.0014,59,19,22
1,0,1,1,12.3,52,31.0009,28,19,23
1,0,1,2,6.56,64,7.0015,8,1,0
1,0,1,2,6.56,69,7.0015,3,1,1
1,0,1,2,6.56,69,0.0,2,1,2
1,0,1,2,6.56,69,0.0,2,1,3
1,0,1,3,5.74,93,0.0,3,1,5
1,0,1,3,5.74,93,0.0,22,1,6
1,0,1,3,6.56,93,0.0,52,1,7
1,0,1,3,6.56,93,0.0,135,1,8
1,0,1,2,6.56,93,0.0,116,1,9
1,0,1,2,6.56,93,0.0,47,1,10
1,0,1,2,7.38,86,0.0,51,1,11
1,0,1,2,8.2,86,0.0,55,1,12
1,0,1,2,8.2,86,0.0,52,1,13
1,0,1,2,9.02,80,6.0032,54,1,14
1,0,1,2,9.84,75,0.0,52,1,15
1,0,1,2,9.84,75,8.9981,64,1,16
1,0,1,2,9.84,75,0.0,176,1,17
1,0,1,2,9.84,81,7.0015,168,1,18
1,0,1,2,9.84,81,8.9981,108,1,19
1,0,1,2,9.02,87,8.9981,74,1,20
1,0,1,2,9.02,87,8.9981,64,1,21
1,0,1,2,9.02,87,6.0032,36,1,22
1,0,1,3,8.2,93,12.998,16,1,23
1,0,1,3,9.02,93,7.0015,2,2,0
1,0,1,3,9.02,93,12.998,3,2,1
1,0,1,3,9.02,93,8.9981,4,2,2
1,0,1,3,9.02,93,8.9981,1,2,3
1,0,1,3,9.02,93,19.0012,1,2,4
1,0,1,3,9.02,93,7.0015,3,2,5
1,0,1,3,9.02,93,7.0015,18,2,6
1,0,1,3,9.02,93,15.0013,49,2,7
1,0,1,3,9.02,93,15.0013,155,2,8
1,0,1,2,9.84,93,6.0032,123,2,9
1,0,1,2,9.02,100,0.0,61,2,10
1,0,1,2,9.84,93,12.998,52,2,11
1,0,1,2,9.84,93,15.0013,64,2,12
1,0,1,1,13.94,93,11.0014,75,2,13
1,0,1,1,15.58,82,26.0027,63,2,14
1,0,1,1,15.58,76,22.0028,76,2,15
1,0,1,1,14.76,71,19.9995,103,2,16
1,0,1,1,14.76,53,35.0008,190,2,17
1,0,1,1,13.94,42,36.9974,182,2,18
1,0,1,1,11.48,45,32.9975,91,2,19
1,0,1,1,9.84,48,36.9974,75,2,20
1,0,1,1,9.02,47,22.0028,63,2,21
1,0,1,1,9.02,44,16.9979,40,2,22
1,0,1,1,8.2,44,30.0026,32,2,23
1,0,1,1,8.2,40,30.0026,12,3,0
1,0,1,1,8.2,44,35.0008,5,3,1
1,0,1,1,7.38,43,16.9979,2,3,2
1,0,1,1,7.38,43,16.9979,1,3,3
1,0,1,1,6.56,50,19.9995,2,3,5
1,0,1,1,6.56,43,23.9994,39,3,6
1,0,1,1,5.74,50,22.0028,87,3,7
1,0,1,1,5.74,50,23.9994,188,3,8
1,0,1,1,6.56,47,19.9995,133,3,9
1,0,1,1,7.38,43,22.0028,52,3,10
1,0,1,1,7.38,43,30.0026,64,3,11
1,0,1,1,8.2,40,23.9994,69,3,12
1,0,1,1,8.2,40,27.9993,51,3,13
1,0,1,1,9.02,37,26.0027,47,3,14
1,0,1,1,9.02,37,22.0028,60,3,15
1,0,1,1,9.02,37,16.9979,78,3,16
1,0,1,1,8.2,40,12.998,175,3,17
1,0,1,1,8.2,40,11.0014,147,3,18
1,0,1,1,8.2,40,0.0,96,3,19
1,0,1,1,8.2,47,6.0032,109,3,20
1,0,1,1,7.38,55,7.0015,54,3,21
1,0,1,1,7.38,51,6.0032,41,3,22
1,0,1,1,8.2,47,7.0015,38,3,23
1,0,1,2,8.2,44,0.0,13,4,0
1,0,1,2,6.56,59,0.0,7,4,1
1,0,1,2,5.74,63,7.0015,1,4,2
1,0,1,2,5.74,63,7.0015,1,4,3
1,0,1,2,5.74,63,8.9981,7,4,5
1,0,1,2,6.56,55,0.0,28,4,6
1,0,1,1,5.74,59,0.0,87,4,7
1,0,1,1,5.74,74,8.9981,220,4,8
1,0,1,2,6.56,80,8.9981,127,4,9
1,0,1,2,8.2,51,8.9981,51,4,10
1,0,1,1,9.02,51,11.0014,64,4,11
1,0,1,2,9.84,48,11.0014,86,4,12
1,0,1,2,10.66,50,15.0013,82,4,13
1,0,1,2,11.48,45,11.0014,91,4,14
1,0,1,2,11.48,48,16.9979,90,4,15
1,0,1,2,12.3,42,15.0013,99,4,16
1,0,1,2,10.66,56,8.9981,205,4,17
1,0,1,2,9.84,60,7.0015,155,4,18
1,0,1,2,9.84,65,8.9981,103,4,19
1,0,1,2,9.84,65,11.0014,71,4,20
1,0,1,2,9.84,70,11.0014,43,4,21
1,0,1,2,9.84,65,11.0014,46,4,22
1,0,1,2,9.84,70,8.9981,31,4,23
1,0,0,2,9.84,70,11.0014,39,5,0
1,0,0,2,9.84,65,11.0014,18,5,1
1,0,0,2,9.84,75,11.0014,17,5,2
1,0,0,2,9.84,75,11.0014,11,5,3
1,0,0,3,9.02,93,8.9981,8,5,4
1,0,0,3,8.2,100,6.0032,9,5,5
1,0,0,3,8.2,100,0.0,4,5,6
1,0,0,3,9.02,93,6.0032,4,5,7
1,0,0,3,8.2,100,6.0032,10,5,8
1,0,0,3,8.2,100,6.0032,20,5,9
1,0,0,3,8.2,100,8.9981,34,5,10
1,0,0,3,9.02,100,8.9981,47,5,11
1,0,0,3,9.02,100,11.0014,52,5,12
1,0,0,3,9.02,100,11.0014,72,5,13
1,0,0,3,9.02,100,0.0,55,5,14
1,0,0,3,9.02,100,0.0,60,5,15
1,0,0,3,9.02,100,8.9981,71,5,16
1,0,0,2,9.84,100,19.0012,78,5,17
1,0,0,2,11.48,93,30.0026,83,5,18
1,0,0,2,11.48,93,30.0026,84,5,19
1,0,0,1,12.3,87,16.9979,69,5,20
1,0,0,1,10.66,100,12.998,56,5,21
1,0,0,1,10.66,93,8.9981,45,5,22
1,0,0,1,10.66,93,15.0013,59,5,23
1,0,0,1,10.66,70,12.998,39,6,0
1,0,0,1,10.66,65,27.9993,44,6,1
1,0,0,1,10.66,60,22.0028,20,6,2
1,0,0,1,10.66,60,6.0032,13,6,3
1,0,0,1,10.66,60,23.9994,2,6,4
1,0,0,1,10.66,60,15.0013,1,6,5
1,0,0,1,10.66,60,15.0013,1,6,6
1,0,0,1,9.84,65,11.0014,8,6,7
1,0,0,1,9.84,65,7.0015,23,6,8
1,0,0,1,11.48,56,7.0015,45,6,9
1,0,0,1,12.3,52,16.9979,89,6,10
1,0,0,1,13.12,49,16.9979,117,6,11
1,0,0,1,13.94,46,0.0,174,6,12
1,0,0,1,13.94,46,0.0,182,6,13
