datetime,season,holiday,workingday,weather,temp,humidity,windspeed,count,heure,month,year
2011-01-09 22:00:00,1,0,0,1,5.74,46,19.9995,15,22,1,2011
2011-01-09 23:00:00,1,0,0,1,4.92,50,12.998,6,23,1,2011
2011-01-10 00:00:00,1,0,1,1,4.92,50,19.0012,5,0,1,2011
2011-01-10 01:00:00,1,0,1,1,4.92,50,19.0012,1,1,1,2011
2011-01-10 02:00:00,1,0,1,1,4.92,50,15.0013,3,2,1,2011
2011-01-10 03:00:00,1,0,1,1,4.92,50,15.0013,1,3,1,2011
2011-01-10 04:00:00,1,0,1,1,4.1,54,8.9981,3,4,1,2011
2011-01-10 05:00:00,1,0,1,1,4.1,54,16.9979,3,5,1,2011
2011-01-10 06:00:00,1,0,1,1,4.92,50,19.0012,31,6,1,2011
2011-01-10 07:00:00,1,0,1,1,4.92,50,15.0013,77,7,1,2011
2011-01-10 08:00:00,1,0,1,2,4.92,50,19.0012,188,8,1,2011
2011-01-10 09:00:00,1,0,1,2,5.74,50,16.9979,94,9,1,2011
2011-01-10 10:00:00,1,0,1,2,5.74,50,19.9995,31,10,1,2011
2011-01-10 11:00:00,1,0,1,2,6.56,47,19.0012,30,11,1,2011
2011-01-10 12:00:00,1,0,1,2,8.2,40,19.0012,52,12,1,2011
2011-01-10 13:00:00,1,0,1,2,8.2,40,19.0012,54,13,1,2011
2011-01-10 14:00:00,1,0,1,2,8.2,40,15.0013,47,14,1,2011
2011-01-10 15:00:00,1,0,1,2,8.2,40,15.0013,45,15,1,2011
2011-01-10 16:00:00,1,0,1,1,8.2,40,8.9981,74,16,1,2011
2011-01-10 17:00:00,1,0,1,1,8.2,40,7.0015,178,17,1,2011
2011-01-10 18:00:00,1,0,1,1,8.2,40,15.0013,155,18,1,2011
2011-01-10 19:00:00,1,0,1,1,6.56,47,11.0014,95,19,1,2011
2011-01-10 20:00:00,1,0,1,1,6.56,50,11.0014,74,20,1,2011
2011-01-10 21:00:00,1,0,1,1,5.74,59,12.998,38,21,1,2011
2011-01-10 22:00:00,1,0,1,1,5.74,59,11.0014,24,22,1,2011
2011-01-10 23:00:00,1,0,1,1,5.74,59,11.0014,18,23,1,2011
2011-01-11 00:00:00,1,0,1,1,5.74,59,7.0015,12,0,1,2011
2011-01-11 01:00:00,1,0,1,1,5.74,59,11.0014,3,1,1,2011
2011-01-11 02:00:00,1,0,1,2,6.56,55,12.998,3,2,1,2011
2011-01-11 05:00:00,1,0,1,2,6.56,55,8.9981,6,5,1,2011
2011-01-11 06:00:00,1,0,1,2,6.56,55,8.9981,27,6,1,2011
2011-01-11 07:00:00,1,0,1,2,6.56,55,0.0,99,7,1,2011
2011-01-11 08:00:00,1,0,1,2,7.38,51,6.0032,217,8,1,2011
2011-01-11 09:00:00,1,0,1,2,7.38,51,11.0014,130,9,1,2011
2011-01-11 10:00:00,1,0,1,2,8.2,51,11.0014,54,10,1,2011
2011-01-11 11:00:00,1,0,1,2,8.2,47,8.9981,35,11,1,2011
2011-01-11 12:00:00,1,0,1,2,8.2,51,7.0015,57,12,1,2011
2011-01-11 13:00:00,1,0,1,2,8.2,59,6.0032,52,13,1,2011
2011-01-11 14:00:00,1,0,1,2,8.2,59,6.0032,63,14,1,2011
2011-01-11 15:00:00,1,0,1,2,6.56,80,6.0032,47,15,1,2011
2011-01-11 16:00:00,1,0,1,2,6.56,86,15.0013,76,16,1,2011
2011-01-11 17:00:00,1,0,1,2,6.56,86,15.0013,136,17,1,2011
2011-01-11 18:00:00,1,0,1,3,6.56,93,7.0015,95,18,1,2011
2011-01-11 19:00:00,1,0,1,3,6.56,93,0.0,51,19,1,2011
2011-01-11 20:00:00,1,0,1,3,6.56,93,12.998,32,20,1,2011
2011-01-11 21:00:00,1,0,1,3,6.56,86,6.0032,20,21,1,2011
2011-01-11 22:00:00,1,0,1,3,6.56,93,7.0015,29,22,1,2011
2011-01-11 23:00:00,1,0,1,3,6.56,93,6.0032,19,23,1,2011
2011-01-12 00:00:00,1,0,1,2,6.56,86,6.0032,7,0,1,2011
2011-01-12 01:00:00,1,0,1,2,6.56,86,7.0015,6,1,1,2011
2011-01-12 02:00:00,1,0,1,1,5.74,86,8.9981,1,2,1,2011
2011-01-12 05:00:00,1,0,1,1,5.74,86,11.0014,5,5,1,2011
2011-01-12 06:00:00,1,0,1,1,4.92,93,8.9981,16,6,1,2011
2011-01-12 07:00:00,1,0,1,1,5.74,69,8.9981,54,7,1,2011
2011-01-12 08:00:00,1,0,1,1,6.56,59,11.0014,128,8,1,2011
2011-01-12 09:00:00,1,0,1,1,6.56,59,22.0028,81,9,1,2011
2011-01-12 10:00:00,1,0,1,1,7.38,55,15.0013,39,10,1,2011
2011-01-12 11:00:00,1,0,1,1,8.2,51,26.0027,35,11,1,2011
2011-01-12 12:00:00,1,0,1,1,8.2,47,39.0007,55,12,1,2011
2011-01-12 13:00:00,1,0,1,1,9.02,44,23.9994,49,13,1,2011
2011-01-12 14:00:00,1,0,1,1,8.2,47,22.0028,44,14,1,2011
2011-01-12 15:00:00,1,0,1,1,8.2,47,27.9993,49,15,1,2011
2011-01-12 16:00:00,1,0,1,1,9.02,44,22.0028,68,16,1,2011
2011-01-12 17:00:00,1,0,1,1,8.2,47,23.9994,139,17,1,2011
2011-01-12 18:00:00,1,0,1,1,8.2,47,35.0008,137,18,1,2011
2011-01-12 19:00:00,1,0,1,1,7.38,47,27.9993,83,19,1,2011
2011-01-12 20:00:00,1,0,1,1,6.56,50,22.0028,56,20,1,2011
2011-01-12 21:00:00,1,0,1,1,6.56,55,22.0028,57,21,1,2011
2011-01-12 22:00:00,1,0,1,1,6.56,55,30.0026,33,22,1,2011
2011-01-12 23:00:00,1,0,1,1,5.74,59,27.9993,20,23,1,2011
2011-01-13 00:00:00,1,0,1,1,5.74,59,19.0012,7,0,1,2011
2011-01-13 01:00:00,1,0,1,1,5.74,50,19.0012,2,1,1,2011
2011-01-13 02:00:00,1,0,1,1,5.74,50,23.9994,2,2,1,2011
2011-01-13 03:00:00,1,0,1,1,5.74,50,22.0028,3,3,1,2011
2011-01-13 04:00:00,1,0,1,1,5.74,50,16.9979,4,4,1,2011
2011-01-13 05:00:00,1,0,1,1,5.74,50,19.9995,3,5,1,2011
2011-01-13 06:00:00,1,0,1,1,4.92,54,8.9981,28,6,1,2011
2011-01-13 07:00:00,1,0,1,1,4.92,54,8.9981,72,7,1,2011
2011-01-13 08:00:00,1,0,1,1,5.74,50,12.998,202,8,1,2011
2011-01-13 09:00:00,1,0,1,1,5.74,50,22.0028,139,9,1,2011
2011-01-13 10:00:00,1,0,1,2,6.56,50,23.9994,38,10,1,2011
2011-01-13 11:00:00,1,0,1,2,8.2,44,30.0026,37,11,1,2011
2011-01-13 12:00:00,1,0,1,1,8.2,44,27.9993,52,12,1,2011
2011-01-13 13:00:00,1,0,1,1,9.02,41,30.0026,83,13,1,2011
2011-01-13 14:00:00,1,0,1,1,9.02,41,26.0027,42,14,1,2011
2011-01-13 15:00:00,1,0,1,1,9.84,38,19.9995,60,15,1,2011
2011-01-13 16:00:00,1,0,1,1,9.84,38,23.9994,78,16,1,2011
2011-01-13 17:00:00,1,0,1,1,8.2,40,19.0012,162,17,1,2011
2011-01-13 18:00:00,1,0,1,1,8.2,40,22.0028,144,18,1,2011
2011-01-13 19:00:00,1,0,1,1,6.56,47,16.9979,99,19,1,2011
2011-01-13 20:00:00,1,0,1,1,6.56,47,15.0013,64,20,1,2011
2011-01-13 21:00:00,1,0,1,1,5.74,46,19.9995,40,21,1,2011
2011-01-13 22:00:00,1,0,1,1,5.74,46,22.0028,30,22,1,2011
2011-01-13 23:00:00,1,0,1,1,4.92,50,12.998,15,23,1,2011
2011-01-14 00:00:00,1,0,1,1,4.92,50,12.998,14,0,1,2011
2011-01-14 01:00:00,1,0,1,1,4.1,54,11.0014,5,1,1,2011
2011-01-14 02:00:00,1,0,1,1,4.1,54,8.9981,1,2,1,2011
2011-01-14 03:00:00,1,0,1,1,4.1,54,7.0015,1,3,1,2011
2011-01-14 05:00:00,1,0,1,1,4.1,54,6.0032,8,5,1,2011
2011-01-14 06:00:00,1,0,1,1,4.1,54,0.0,17,6,1,2011
2011-01-14 07:00:00,1,0,1,1,4.1,74,11.0014,70,7,1,2011
2011-01-14 08:00:00,1,0,1,1,4.92,68,0.0,158,8,1,2011
2011-01-14 09:00:00,1,0,1,1,5.74,69,8.9981,117,9,1,2011
2011-01-14 10:00:00,1,0,1,1,7.38,55,12.998,44,10,1,2011
2011-01-14 11:00:00,1,0,1,1,7.38,51,19.0012,53,11,1,2011
2011-01-14 12:00:00,1,0,1,1,8.2,44,16.9979,61,12,1,2011
2011-01-14 13:00:00,1,0,1,1,9.02,37,26.0027,77,13,1,2011
2011-01-14 14:00:00,1,0,1,1,9.02,41,19.0012,64,14,1,2011
2011-01-14 15:00:00,1,0,1,1,9.84,38,11.0014,68,15,1,2011
2011-01-14 16:00:00,1,0,1,1,9.02,41,7.0015,90,16,1,2011
2011-01-14 17:00:00,1,0,1,1,9.02,41,11.0014,159,17,1,2011
2011-01-14 18:00:00,1,0,1,1,8.2,47,0.0,139,18,1,2011
2011-01-14 19:00:00,1,0,1,1,6.56,59,6.0032,92,19,1,2011
2011-01-14 20:00:00,1,0,1,1,7.38,59,0.0,68,20,1,2011
2011-01-14 21:00:00,1,0,1,1,6.56,69,0.0,52,21,1,2011
2011-01-14 22:00:00,1,0,1,2,6.56,69,0.0,36,22,1,2011
2011-01-14 23:00:00,1,0,1,2,7.38,55,0.0,27,23,1,2011
2011-01-15 00:00:00,1,0,0,1,7.38,55,0.0,28,0,1,2011
2011-01-15 01:00:00,1,0,0,2,6.56,59,6.0032,20,1,1,2011
2011-01-15 02:00:00,1,0,0,2,6.56,59,6.0032,12,2,1,2011
2011-01-15 03:00:00,1,0,0,2,6.56,59,0.0,8,3,1,2011
2011-01-15 04:00:00,1,0,0,2,6.56,59,0.0,5,4,1,2011
2011-01-15 05:00:00,1,0,0,1,6.56,59,0.0,1,5,1,2011
2011-01-15 06:00:00,1,0,0,1,5.74,63,7.0015,3,6,1,2011
2011-01-15 07:00:00,1,0,0,1,5.74,63,0.0,10,7,1,2011
2011-01-15 08:00:00,1,0,0,1,5.74,63,8.9981,23,8,1,2011
2011-01-15 09:00:00,1,0,0,1,6.56,64,8.9981,33,9,1,2011
2011-01-15 10:00:00,1,0,0,1,7.38,59,11.0014,59,10,1,2011
2011-01-15 11:00:00,1,0,0,1,8.2,55,15.0013,72,11,1,2011
2011-01-15 12:00:00,1,0,0,1,9.84,48,15.0013,89,12,1,2011
2011-01-15 13:00:00,1,0,0,1,11.48,38,19.9995,101,13,1,2011
2011-01-15 14:00:00,1,0,0,1,12.3,39,19.0012,118,14,1,2011
2011-01-15 15:00:00,1,0,0,2,13.12,36,12.998,129,15,1,2011
2011-01-15 16:00:00,1,0,0,2,13.94,34,12.998,128,16,1,2011
